time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],
129.1,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.36,2157.26,3.98701e+08,-3.83069e+07,-5.55928e+07,143.413,887.101,356.643,-0.000991024,0.000634508,0.000356543,-0.0351436,0.0238546,0.011348,0.999033,-5.17869e-07,2.45891e-07,2.72492e-07,0.000122957,7.55926e-08,-1549066.05733221,-5900240.332318129,2988239.08950312,4501.486384,-3711.51123,-4972.264156,4658.231584,-3464.544643,-5005.987919,-2.534617198e-06,2.052394144e-06,2.911383608e-06,0.457997,5.83176,418809,3110.06,26757,14263.4,2976.45,25616.1,16248.3,4.71299e-06,1,2.70101e-12,1.8157e+06,6.05411e+06,-2.48857e+06,-945.66,5295.22,12165,2.61464e+10,-1.2907e+11,-6.55263e+10,-4.1929e+06,5.58385e+07,-1.11647e+08,4.01849e+08,-3.7973e+07,-4.19271e+07,8556.02,-96073.4,221620,2.64731e-23,0,0,9.38558e-09,1.1299e-08,-2.06846e-08,-3.09439e-07,1.75902e-06,8.2046e-07,-1.52388e-07,7.66577e-07,-6.14189e-07,-3.64959e-05,2.49229e-05,4.01617e-05,0.0400655,0.0399664,0.0399847,-3.74866e-07,-5.31984e-07,9.07365e-07,-0,-0,-0,0,0,0,
129.2,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.36,2157.26,3.98701e+08,-3.83068e+07,-5.55928e+07,143.412,887.101,356.643,-0.000991536,0.00063475,0.000356813,-0.0351931,0.0238864,0.0113658,0.99903,-5.11503e-07,2.42002e-07,2.6923e-07,0.000123019,7.56683e-08,-1548615.991218439,-5900611.370070003,2987741.947521391,4501.683322,-3710.760979,-4972.645171,4658.656641,-3463.444579,-5006.352936,-2.534764562e-06,2.051870058e-06,2.911672761e-06,0.457915,5.83184,418808,3120.63,26709.7,14382.2,2980.13,25558.7,16366.5,4.71299e-06,1,2.70103e-12,1.81561e+06,6.05464e+06,-2.48735e+06,-944.471,5293.77,12169.4,2.6146e+10,-1.29064e+11,-6.55374e+10,-4.20233e+06,5.58772e+07,-1.11703e+08,4.0185e+08,-3.79827e+07,-4.19049e+07,8538.07,-96181.1,221687,0,0,0,9.38332e-09,1.13007e-08,-2.0684e-08,-3.09439e-07,1.75896e-06,8.20627e-07,-1.52526e-07,7.66653e-07,-6.14127e-07,-3.65e-05,2.49127e-05,4.01653e-05,0.0400382,0.0400266,0.0400433,-3.6836e-07,-5.35951e-07,9.04041e-07,-0,-0,-0,0,0,0,
129.3,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.36,2157.26,3.98701e+08,-3.83067e+07,-5.55927e+07,143.412,887.101,356.643,-0.00099205,0.000634991,0.000357086,-0.0352425,0.0239181,0.0113837,0.999028,-5.14387e-07,2.40966e-07,2.73398e-07,0.000123081,7.57444e-08,-1548165.724296642,-5900982.48207232,2987244.567373256,4501.880282,-3710.010379,-4973.026276,4659.081869,-3462.343986,-5006.717856,-2.534911792e-06,2.051346194e-06,2.911961698e-06,0.457833,5.83192,418808,3050.18,26721.2,14329.4,2912.46,25573.9,16314.2,4.71299e-06,1,2.70105e-12,1.81551e+06,6.05517e+06,-2.48614e+06,-943.313,5292.31,12173.8,2.61455e+10,-1.29059e+11,-6.55485e+10,-4.21158e+06,5.59156e+07,-1.11759e+08,4.01851e+08,-3.79924e+07,-4.18825e+07,8520.07,-96287.9,221753,0,0,0,9.38107e-09,1.13023e-08,-2.06834e-08,-3.0944e-07,1.7589e-06,8.20795e-07,-1.52664e-07,7.66729e-07,-6.14065e-07,-3.6504e-05,2.49024e-05,4.01688e-05,0.0400639,0.0399816,0.0400163,-3.71104e-07,-5.37065e-07,9.08146e-07,-0,-0,-0,0,0,0,
129.4,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.36,2157.26,3.98701e+08,-3.83066e+07,-5.55927e+07,143.412,887.102,356.643,-0.000992559,0.000635235,0.000357352,-0.035292,0.0239499,0.0114016,0.999025,-5.08837e-07,2.44124e-07,2.65602e-07,0.000123142,7.58198e-08,-1547715.618810441,-5901353.369762276,2986747.349205363,4502.077105,-3709.260034,-4973.407164,4659.507083,-3461.243484,-5007.082421,-2.535058991e-06,2.050822154e-06,2.912250638e-06,0.457751,5.832,418807,3131.62,26667.8,14360.1,2991.05,25514.8,16347.5,4.71299e-06,1,2.70107e-12,1.81542e+06,6.0557e+06,-2.48492e+06,-942.134,5290.85,12178.3,2.61451e+10,-1.29053e+11,-6.55597e+10,-4.22141e+06,5.59541e+07,-1.11815e+08,4.01852e+08,-3.80022e+07,-4.18603e+07,8501.83,-96396.1,221819,0,6.61826e-24,1.32365e-23,9.37881e-09,1.1304e-08,-2.06828e-08,-3.09441e-07,1.75884e-06,8.20962e-07,-1.52802e-07,7.66805e-07,-6.14003e-07,-3.65081e-05,2.48922e-05,4.01724e-05,0.0399698,0.0399637,0.0399267,-3.65414e-07,-5.33985e-07,9.00288e-07,-0,-0,-0,0,0,0,
129.5,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.36,2157.26,3.98701e+08,-3.83065e+07,-5.55927e+07,143.411,887.102,356.643,-0.000993076,0.000635482,0.000357621,-0.0353416,0.0239817,0.0114196,0.999022,-5.17449e-07,2.47197e-07,2.69252e-07,0.000123204,7.58966e-08,-1547265.312504545,-5901724.331638854,2986249.89284506,4502.27395,-3708.509339,-4973.788143,4659.932471,-3460.142452,-5007.446885,-2.535206053e-06,2.050298334e-06,2.912539361e-06,0.457669,5.83208,418807,3197.82,26747.7,14303.3,3061.47,25595.1,16302.5,4.71299e-06,1,2.70109e-12,1.81533e+06,6.05622e+06,-2.4837e+06,-940.991,5289.39,12182.6,2.61446e+10,-1.29048e+11,-6.55708e+10,-4.23005e+06,5.59924e+07,-1.1187e+08,4.01853e+08,-3.8012e+07,-4.1838e+07,8484,-96501.7,221886,2.6473e-23,-6.61826e-24,0,9.37655e-09,1.13057e-08,-2.06823e-08,-3.09441e-07,1.75879e-06,8.2113e-07,-1.5294e-07,7.66881e-07,-6.13941e-07,-3.65122e-05,2.4882e-05,4.01759e-05,0.0400881,0.0399103,0.0400281,-3.73886e-07,-5.3099e-07,9.03875e-07,-0,-0,-0,0,0,0,
129.6,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.36,2157.26,3.98701e+08,-3.83064e+07,-5.55926e+07,143.411,887.102,356.643,-0.000993593,0.00063573,0.000357889,-0.0353911,0.0240135,0.0114375,0.99902,-5.16807e-07,2.47745e-07,2.68629e-07,0.000123267,7.59732e-08,-1546815.167661538,-5902095.069254018,2985752.598508327,4502.470659,-3707.758899,-4974.168904,4660.357848,-3459.041508,-5007.810994,-2.535353088e-06,2.049774339e-06,2.912828085e-06,0.457587,5.83216,418807,3149.18,26757.2,14284.8,3013.89,25605.3,16285.2,4.71299e-06,1,2.7011e-12,1.81524e+06,6.05675e+06,-2.48249e+06,-939.821,5287.93,12187.1,2.61442e+10,-1.29042e+11,-6.5582e+10,-4.23892e+06,5.60312e+07,-1.11926e+08,4.01854e+08,-3.80218e+07,-4.18157e+07,8466.14,-96608.3,221954,2.6473e-23,0,1.32365e-23,9.37429e-09,1.13074e-08,-2.06817e-08,-3.09442e-07,1.75873e-06,8.21298e-07,-1.53078e-07,7.66957e-07,-6.13879e-07,-3.65162e-05,2.48717e-05,4.01795e-05,0.039979,0.0399755,0.0399962,-3.73104e-07,-5.3052e-07,9.03191e-07,-0,-0,-0,0,0,0,
129.7,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83064e+07,-5.55926e+07,143.411,887.102,356.643,-0.000994101,0.000635965,0.000358161,-0.0354407,0.0240454,0.0114555,0.999017,-5.07958e-07,2.35326e-07,2.71126e-07,0.000123328,7.60484e-08,-1546364.822009006,-5902465.880973998,2985255.065977287,4502.66739,-3707.00811,-4974.549755,4660.783397,-3457.940035,-5008.175004,-2.535499986e-06,2.049250565e-06,2.913116594e-06,0.457505,5.83224,418806,3008.8,26638.5,14440.4,2863.48,25477.8,16427.9,4.71299e-06,1,2.70112e-12,1.81515e+06,6.05728e+06,-2.48127e+06,-938.653,5286.48,12191.5,2.61437e+10,-1.29037e+11,-6.55931e+10,-4.24767e+06,5.60701e+07,-1.11982e+08,4.01854e+08,-3.80316e+07,-4.17934e+07,8448.29,-96714.8,222022,0,0,0,9.37203e-09,1.13091e-08,-2.06811e-08,-3.09443e-07,1.75867e-06,8.21466e-07,-1.53216e-07,7.67033e-07,-6.13818e-07,-3.65203e-05,2.48615e-05,4.0183e-05,0.0400329,0.0399249,0.0400347,-3.64114e-07,-5.43016e-07,9.05625e-07,-0,-0,-0,0,0,0,
129.8,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83063e+07,-5.55926e+07,143.411,887.102,356.643,-0.000994614,0.000636207,0.000358431,-0.0354903,0.0240772,0.0114734,0.999014,-5.12421e-07,2.41602e-07,2.70086e-07,0.000123389,7.61244e-08,-1545914.637828454,-5902836.468498497,2984757.695493081,4502.863984,-3706.257576,-4974.93039,4661.208929,-3456.838654,-5008.538659,-2.535646856e-06,2.048726615e-06,2.913405104e-06,0.457423,5.83232,418806,3136.27,26704.2,14378.1,2995.08,25542.7,16379.2,4.71299e-06,1,2.70114e-12,1.81505e+06,6.05781e+06,-2.48005e+06,-937.506,5285,12195.9,2.61433e+10,-1.29031e+11,-6.56043e+10,-4.2575e+06,5.61083e+07,-1.12037e+08,4.01855e+08,-3.80414e+07,-4.17711e+07,8429.82,-96822.4,222086,-2.6473e-23,6.61825e-24,0,9.36977e-09,1.13108e-08,-2.06805e-08,-3.09443e-07,1.75861e-06,8.21634e-07,-1.53353e-07,7.67109e-07,-6.13756e-07,-3.65243e-05,2.48512e-05,4.01866e-05,0.0400996,0.0399765,0.0400591,-3.68438e-07,-5.36818e-07,9.04522e-07,-0,-0,-0,0,0,0,
129.9,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83062e+07,-5.55925e+07,143.411,887.102,356.643,-0.000995128,0.000636454,0.000358696,-0.0355399,0.0241091,0.0114914,0.999011,-5.14095e-07,2.47061e-07,2.64873e-07,0.000123451,7.62008e-08,-1545464.252837633,-5903207.130054977,2984260.086800621,4503.0606,-3705.506693,-4975.311114,4661.634635,-3455.736743,-5008.902214,-2.535793589e-06,2.048202887e-06,2.913693397e-06,0.457341,5.8324,418806,3093.23,26625.9,14272.5,2955.48,25471.4,16269,4.71299e-06,1,2.70116e-12,1.81496e+06,6.05833e+06,-2.47883e+06,-936.348,5283.53,12200.3,2.61429e+10,-1.29025e+11,-6.56155e+10,-4.2668e+06,5.61468e+07,-1.12093e+08,4.01856e+08,-3.80512e+07,-4.17487e+07,8411.62,-96929.6,222152,0,0,0,9.3675e-09,1.13125e-08,-2.068e-08,-3.09444e-07,1.75855e-06,8.21802e-07,-1.53491e-07,7.67185e-07,-6.13694e-07,-3.65284e-05,2.4841e-05,4.01901e-05,0.0399471,0.0400146,0.0400829,-3.69971e-07,-5.31436e-07,8.99247e-07,-0,-0,-0,0,0,0,
130,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.8306e+07,-5.55925e+07,143.41,887.102,356.643,-0.000995644,0.000636696,0.000358967,-0.0355896,0.0241409,0.0115094,0.999009,-5.16679e-07,2.42422e-07,2.71576e-07,0.000123513,7.62774e-08,-1545013.848180492,-5903577.716509029,2983762.44002731,4503.257159,-3704.755762,-4975.691775,4662.060423,-3454.634611,-5009.265541,-2.535940296e-06,2.047678983e-06,2.913981693e-06,0.457259,5.83248,418805,3039.21,26758.9,14337.6,2901.04,25599.1,16343.5,4.71299e-06,1,2.70118e-12,1.81487e+06,6.05886e+06,-2.47761e+06,-935.207,5282.07,12204.7,2.61424e+10,-1.2902e+11,-6.56266e+10,-4.27506e+06,5.61856e+07,-1.12148e+08,4.01857e+08,-3.8061e+07,-4.17264e+07,8393.83,-97034.8,222220,-2.6473e-23,0,0,9.36523e-09,1.13141e-08,-2.06794e-08,-3.09445e-07,1.75849e-06,8.2197e-07,-1.53629e-07,7.67261e-07,-6.13632e-07,-3.65325e-05,2.48307e-05,4.01936e-05,0.0399187,0.0399836,0.0400753,-3.72415e-07,-5.36153e-07,9.05887e-07,-0,-0,-0,0,0,0,
130.1,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.8306e+07,-5.55924e+07,143.41,887.102,356.643,-0.000996157,0.000636932,0.000359242,-0.0356393,0.0241728,0.0115274,0.999006,-5.12609e-07,2.35736e-07,2.74977e-07,0.000123575,7.63533e-08,-1544563.60505079,-5903948.078832104,2983264.955381866,4503.453582,-3704.005087,-4976.07222,4662.486194,-3453.532571,-5009.628515,-2.536086919e-06,2.047155102e-06,2.91426988e-06,0.457177,5.83256,418805,3006.72,26727.4,14418.1,2863.86,25561.1,16422.8,4.71299e-06,1,2.70119e-12,1.81478e+06,6.05939e+06,-2.47639e+06,-934.041,5280.6,12209.2,2.6142e+10,-1.29014e+11,-6.56378e+10,-4.28445e+06,5.62244e+07,-1.12204e+08,4.01858e+08,-3.80708e+07,-4.17041e+07,8375.56,-97142.4,222286,-2.6473e-23,0,1.32365e-23,9.36297e-09,1.13158e-08,-2.06788e-08,-3.09445e-07,1.75843e-06,8.22138e-07,-1.53767e-07,7.67337e-07,-6.1357e-07,-3.65365e-05,2.48205e-05,4.01972e-05,0.0400442,0.0399279,0.0400583,-3.68206e-07,-5.42916e-07,9.09226e-07,-0,-0,-0,0,0,0,
130.2,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83059e+07,-5.55924e+07,143.41,887.102,356.643,-0.000996665,0.00063717,0.000359511,-0.035689,0.0242047,0.0115454,0.999003,-5.08337e-07,2.38424e-07,2.69072e-07,0.000123636,7.64288e-08,-1544113.161093374,-5904318.515091376,2982767.232489233,4503.650026,-3703.254062,-4976.452754,4662.912134,-3452.430003,-5009.991389,-2.536233404e-06,2.046631443e-06,2.914557851e-06,0.457095,5.83264,418804,3071.41,26701.2,14441.6,2926.61,25530,16450.1,4.71299e-06,1,2.70121e-12,1.81469e+06,6.05991e+06,-2.47517e+06,-932.874,5279.12,12213.6,2.61415e+10,-1.29009e+11,-6.5649e+10,-4.29468e+06,5.62629e+07,-1.1226e+08,4.01859e+08,-3.80807e+07,-4.16817e+07,8356.86,-97251.4,222349,0,-6.61824e-24,0,9.3607e-09,1.13175e-08,-2.06782e-08,-3.09446e-07,1.75838e-06,8.22306e-07,-1.53905e-07,7.67413e-07,-6.13508e-07,-3.65406e-05,2.48102e-05,4.02007e-05,0.0399736,0.0400691,0.040068,-3.63793e-07,-5.40306e-07,9.03259e-07,-0,-0,-0,0,0,0,
130.3,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83058e+07,-5.55924e+07,143.41,887.102,356.643,-0.000997179,0.000637415,0.000359778,-0.0357387,0.0242366,0.0115635,0.999,-5.1391e-07,2.44103e-07,2.66766e-07,0.000123697,7.65052e-08,-1543662.878694297,-5904688.727267667,2982269.671771797,4503.846334,-3702.503292,-4976.833071,4663.33806,-3451.327527,-5010.353908,-2.536379861e-06,2.046107608e-06,2.914845824e-06,0.457014,5.83272,418804,3113.99,26650.5,14334.2,2973.2,25484.2,16344.2,4.71299e-06,1,2.70123e-12,1.8146e+06,6.06044e+06,-2.47395e+06,-931.733,5277.63,12217.9,2.61411e+10,-1.29003e+11,-6.56602e+10,-4.30399e+06,5.63013e+07,-1.12315e+08,4.01859e+08,-3.80905e+07,-4.16594e+07,8338.47,-97358.4,222414,0,0,0,9.35843e-09,1.13192e-08,-2.06776e-08,-3.09447e-07,1.75832e-06,8.22475e-07,-1.54042e-07,7.67489e-07,-6.13446e-07,-3.65446e-05,2.48e-05,4.02042e-05,0.0400043,0.0398856,0.0400689,-3.69226e-07,-5.34705e-07,9.0089e-07,-0,-0,-0,0,0,0,
130.4,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83057e+07,-5.55924e+07,143.409,887.102,356.643,-0.000997696,0.000637658,0.000360051,-0.0357884,0.0242685,0.0115815,0.998998,-5.16645e-07,2.43086e-07,2.73017e-07,0.000123759,7.65821e-08,-1543212.395459513,-5905059.013313303,2981771.872785225,4504.042664,-3701.752173,-4977.213478,4663.76416,-3450.22452,-5010.716325,-2.536526181e-06,2.045583996e-06,2.915133579e-06,0.456932,5.8328,418804,3063.98,26741.7,14291.2,2927.21,25577.6,16308.3,4.71299e-06,1,2.70125e-12,1.81451e+06,6.06097e+06,-2.47273e+06,-930.592,5276.16,12222.4,2.61406e+10,-1.28997e+11,-6.56714e+10,-4.31262e+06,5.63401e+07,-1.12371e+08,4.0186e+08,-3.81004e+07,-4.1637e+07,8320.39,-97464.3,222480,2.64729e-23,0,1.32365e-23,9.35616e-09,1.13209e-08,-2.06771e-08,-3.09447e-07,1.75826e-06,8.22643e-07,-1.5418e-07,7.67564e-07,-6.13384e-07,-3.65487e-05,2.47897e-05,4.02077e-05,0.0400315,0.0399122,0.0399849,-3.71821e-07,-5.358e-07,9.07079e-07,-0,-0,-0,0,0,0,
130.5,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83057e+07,-5.55923e+07,143.409,887.102,356.643,-0.000998202,0.000637897,0.000360317,-0.0358382,0.0243004,0.0115996,0.998995,-5.06225e-07,2.39038e-07,2.65578e-07,0.00012382,7.66574e-08,-1542762.073806681,-5905429.075329957,2981274.236013133,4504.238857,-3701.001309,-4977.593669,4664.190246,-3449.121605,-5011.078387,-2.536672472e-06,2.045060208e-06,2.915421336e-06,0.45685,5.83288,418803,3051.59,26608.7,14423.2,2905.36,25434.2,16432.3,4.71299e-06,1,2.70127e-12,1.81442e+06,6.06149e+06,-2.47151e+06,-929.419,5274.69,12226.8,2.61402e+10,-1.28992e+11,-6.56826e+10,-4.32211e+06,5.6379e+07,-1.12427e+08,4.01861e+08,-3.81103e+07,-4.16147e+07,8302,-97572.6,222547,-2.64729e-23,0,0,9.35388e-09,1.13226e-08,-2.06765e-08,-3.09448e-07,1.7582e-06,8.22812e-07,-1.54318e-07,7.6764e-07,-6.13322e-07,-3.65528e-05,2.47795e-05,4.02113e-05,0.0399437,0.04005,0.040079,-3.61261e-07,-5.39925e-07,8.99577e-07,-0,-0,-0,0,0,0,
130.6,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83055e+07,-5.55923e+07,143.409,887.102,356.643,-0.000998715,0.000638139,0.000360586,-0.035888,0.0243324,0.0116176,0.998992,-5.12437e-07,2.42376e-07,2.68968e-07,0.000123882,7.67337e-08,-1542311.551317445,-5905799.211143121,2980776.360958027,4504.435072,-3700.250096,-4977.973949,4664.616505,-3448.018162,-5011.440346,-2.53681863e-06,2.044536643e-06,2.915708875e-06,0.456768,5.83295,418803,3068.37,26735.4,14362.9,2927.68,25562.7,16384.9,4.71299e-06,1,2.70128e-12,1.81433e+06,6.06202e+06,-2.47029e+06,-928.299,5273.19,12231.2,2.61397e+10,-1.28986e+11,-6.56938e+10,-4.3309e+06,5.64174e+07,-1.12482e+08,4.01862e+08,-3.81202e+07,-4.15923e+07,8283.7,-97678.5,222612,-2.64729e-23,0,0,9.35161e-09,1.13243e-08,-2.06759e-08,-3.09448e-07,1.75814e-06,8.2298e-07,-1.54455e-07,7.67716e-07,-6.1326e-07,-3.65568e-05,2.47692e-05,4.02148e-05,0.0399035,0.0400108,0.0400156,-3.67333e-07,-5.36664e-07,9.02904e-07,-0,-0,-0,0,0,0,
130.7,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83054e+07,-5.55922e+07,143.408,887.102,356.643,-0.000999226,0.000638379,0.000360857,-0.0359379,0.0243643,0.0116357,0.998989,-5.11252e-07,2.40445e-07,2.71433e-07,0.000123943,7.68099e-08,-1541861.19044105,-5906169.122975324,2980278.648164704,4504.631151,-3699.499138,-4978.354013,4665.042751,-3446.91481,-5011.801949,-2.536964757e-06,2.044012902e-06,2.915996415e-06,0.456686,5.83303,418802,3035.85,26691.6,14335.4,2895.51,25520.1,16355.5,4.71299e-06,1,2.7013e-12,1.81424e+06,6.06255e+06,-2.46907e+06,-927.152,5271.71,12235.6,2.61392e+10,-1.28981e+11,-6.5705e+10,-4.33988e+06,5.64561e+07,-1.12537e+08,4.01863e+08,-3.81301e+07,-4.15699e+07,8265.38,-97785.4,222678,-2.64729e-23,0,0,9.34933e-09,1.1326e-08,-2.06753e-08,-3.09449e-07,1.75808e-06,8.23149e-07,-1.54593e-07,7.67792e-07,-6.13199e-07,-3.65609e-05,2.4759e-05,4.02183e-05,0.0400087,0.0399654,0.0399553,-3.66008e-07,-5.38673e-07,9.05307e-07,-0,-0,-0,0,0,0,
130.8,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83054e+07,-5.55922e+07,143.408,887.102,356.644,-0.000999738,0.000638615,0.000361129,-0.0359877,0.0243963,0.0116538,0.998986,-5.11816e-07,2.35883e-07,2.71842e-07,0.000124005,7.68859e-08,-1541410.628720286,-5906539.108537179,2979780.69706645,4504.827252,-3698.74783,-4978.734166,4665.469166,-3445.810931,-5012.163451,-2.537110747e-06,2.043489384e-06,2.916283738e-06,0.456604,5.83311,418802,3024.8,26726.3,14464.5,2878.7,25544,16488.9,4.71299e-06,1,2.70132e-12,1.81415e+06,6.06307e+06,-2.46784e+06,-925.997,5270.22,12240,2.61388e+10,-1.28975e+11,-6.57162e+10,-4.34931e+06,5.64947e+07,-1.12593e+08,4.01864e+08,-3.814e+07,-4.15475e+07,8246.87,-97893.4,222743,2.64729e-23,0,1.32364e-23,9.34706e-09,1.13277e-08,-2.06747e-08,-3.09449e-07,1.75802e-06,8.23318e-07,-1.54731e-07,7.67867e-07,-6.13137e-07,-3.65649e-05,2.47487e-05,4.02218e-05,0.0399471,0.0398641,0.0400778,-3.66432e-07,-5.43312e-07,9.05654e-07,-0,-0,-0,0,0,0,
130.9,0,0,0,0,0,0,2.61793e+10,-1.32807e+11,-5.75721e+10,29801.4,4977.37,2157.26,3.98701e+08,-3.83053e+07,-5.55922e+07,143.408,887.102,356.644,-0.00100024,0.000638854,0.000361396,-0.0360376,0.0244282,0.0116719,0.998984,-5.06278e-07,2.38916e-07,2.67132e-07,0.000124066,7.69615e-08,-1540960.228639595,-5906908.870169101,2979282.908273269,4505.023216,-3697.996778,-4979.114102,4665.895566,-3444.707145,-5012.524598,-2.537256708e-06,2.042965691e-06,2.916571061e-06,0.456522,5.83319,418802,3068.59,26599.6,14397.1,2922.9,25419.7,16417.4,4.71299e-06,1,2.70134e-12,1.81406e+06,6.0636e+06,-2.46662e+06,-924.853,5268.72,12244.4,2.61383e+10,-1.28969e+11,-6.57274e+10,-4.35902e+06,5.65333e+07,-1.12649e+08,4.01864e+08,-3.81499e+07,-4.15251e+07,8228.13,-98001.4,222806,0,0,1.32364e-23,9.34478e-09,1.13294e-08,-2.06741e-08,-3.0945e-07,1.75796e-06,8.23487e-07,-1.54868e-07,7.67943e-07,-6.13075e-07,-3.6569e-05,2.47385e-05,4.02253e-05,0.0400339,0.0399492,0.0399934,-3.60755e-07,-5.40357e-07,9.0088e-07,-0,-0,-0,0,0,0,
