time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],rw_angular_velocity[rad/s],rw_angular_velocity_rpm[rpm],rw_angular_velocity_upperlimit[rpm],rw_angular_acceleration[rad/s^2],
47.2,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.98689e+08,-3.83795e+07,-5.5622e+07,143.613,887.083,356.615,0.00168768,0.000151575,3.80277e-05,0.176819,0.00230539,0.000883415,0.98424,-9.5236e-06,6.81032e-08,2.00211e-08,0.00016949,1.43635e-07,-1910611.940621443,-5571550.57685532,3382113.584631271,4321.183373,-4309.371774,-4639.318989,4329.727858,-5658.693416,-2828.292243,-2.329092583e-06,2.744567541e-06,2.475141316e-06,0.523965,5.76413,419187,6094.59,30240.5,9468.85,6131.6,31640,-1614.03,4.71295e-06,1,2.68358e-12,1.93945e+06,4.04449e+06,-5.10019e+06,-3581.42,-2981.22,-3738.4,2.6083e+10,-1.4456e+11,-7.64974e+09,2.48356e+06,-1.27423e+07,2.49391e+08,4.00761e+08,-5.16559e+07,-4.19668e+07,2723.52,-61065.8,152135,0,1.32412e-23,0,1.65521e-08,3.3122e-09,-1.98643e-08,-2.58007e-07,1.72842e-06,7.32125e-08,2.74926e-07,5.12853e-07,-7.87779e-07,-3.23971e-05,4.63809e-05,1.88882e-05,0.0399106,0.0399681,0.0399662,-1.32904e-06,3.09474e-07,1.0177e-06,-0,-0,-0,0,0,0,0.00291935,0.000151507,3.80077e-05,382.702,3654.54,6000,2.07868,
47.3,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.98689e+08,-3.83795e+07,-5.5622e+07,143.613,887.083,356.615,0.0016782,0.000151646,3.80489e-05,0.176902,0.00231259,0.000886433,0.984225,-9.48027e-06,7.11892e-08,2.11778e-08,0.000168547,1.42041e-07,-1910179.725014473,-5571981.563748365,3381649.541214678,4321.426371,-4308.663056,-4639.750388,4329.995845,-5658.671877,-2827.92423,-2.329273835e-06,2.744196696e-06,2.475412574e-06,0.523886,5.76421,419187,6095.79,30239.1,9400.71,6133.23,31614.7,-1682.68,4.71295e-06,1,2.6836e-12,1.93911e+06,4.04418e+06,-5.10056e+06,-3581.47,-2933.2,-3699.66,2.60825e+10,-1.44562e+11,-7.62487e+09,2.48773e+06,-1.26262e+07,2.48018e+08,4.00761e+08,-5.16639e+07,-4.19517e+07,2726.67,-60620.1,151684,0,0,0,1.65532e-08,3.30937e-09,-1.98625e-08,-2.57974e-07,1.72828e-06,7.29629e-08,2.74956e-07,5.1285e-07,-7.87806e-07,-3.23998e-05,4.63808e-05,1.88852e-05,0.0399997,0.0400431,0.040044,-1.33336e-06,3.12906e-07,1.01898e-06,-0,-0,-0,0,0,0,0.00319274,0.000151575,3.80277e-05,382.887,3656.3,6000,1.84496,
47.4,0,0,0,0,0,0,2.61768e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.98689e+08,-3.83793e+07,-5.56219e+07,143.612,887.083,356.616,0.00166878,0.000151713,3.80713e-05,0.176984,0.00231979,0.000889454,0.984211,-9.42525e-06,6.66133e-08,2.24784e-08,0.000167609,1.40464e-07,-1909747.658976334,-5572412.306433988,3381185.641337295,4321.669216,-4307.954569,-4640.181554,4330.26369,-5658.647858,-2827.561322,-2.329455491e-06,2.743825189e-06,2.475683976e-06,0.523807,5.7643,419186,6098.68,30170,9488.34,6135.72,31580.1,-1581.69,4.71295e-06,1,2.68363e-12,1.93877e+06,4.04388e+06,-5.10093e+06,-3581.51,-2885.39,-3661.09,2.60821e+10,-1.44563e+11,-7.60015e+09,2.49193e+06,-1.25111e+07,2.46652e+08,4.00761e+08,-5.16718e+07,-4.19366e+07,2729.96,-60176.6,151237,0,0,-1.32411e-23,1.65543e-08,3.30656e-09,-1.98608e-08,-2.57942e-07,1.72814e-06,7.27148e-08,2.74985e-07,5.12847e-07,-7.87832e-07,-3.24025e-05,4.63807e-05,1.88822e-05,0.040079,0.0399762,0.0399789,-1.32577e-06,3.08692e-07,1.02042e-06,-0,-0,-0,0,0,0,0.00309534,0.000151646,3.80489e-05,383.024,3657.61,6000,1.37877,
47.5,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83792e+07,-5.56219e+07,143.612,887.083,356.616,0.0016594,0.000151773,3.80965e-05,0.177066,0.002327,0.000892478,0.984196,-9.37631e-06,5.97687e-08,2.51711e-08,0.000166676,1.38905e-07,-1909315.394777278,-5572843.151576889,3380721.511649292,4321.912104,-4307.245742,-4640.612834,4330.531591,-5658.620963,-2827.204013,-2.329637353e-06,2.74345338e-06,2.47595529e-06,0.523728,5.76438,419186,5985.2,30156.2,9538.64,6022.13,31584.5,-1535.48,4.71295e-06,1,2.68365e-12,1.93843e+06,4.04359e+06,-5.1013e+06,-3581.55,-2837.86,-3622.77,2.60817e+10,-1.44564e+11,-7.57556e+09,2.4957e+06,-1.23972e+07,2.45294e+08,4.00761e+08,-5.16797e+07,-4.19216e+07,2732.94,-59736.9,150791,-2.64823e-23,1.32411e-23,-1.32411e-23,1.65554e-08,3.30377e-09,-1.98592e-08,-2.57909e-07,1.72801e-06,7.24681e-08,2.75013e-07,5.12845e-07,-7.87858e-07,-3.24052e-05,4.63806e-05,1.88793e-05,0.0400142,0.0399501,0.0399766,-1.32398e-06,3.02185e-07,1.02324e-06,-0,-0,-0,0,0,0,0.00269094,0.000151713,3.80713e-05,383.302,3660.27,6000,2.77945,
47.6,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83792e+07,-5.56219e+07,143.612,887.083,356.616,0.00165008,0.000151844,3.81067e-05,0.177147,0.0023342,0.000895504,0.984181,-9.32744e-06,7.15714e-08,1.01866e-08,0.000165749,1.37363e-07,-1908883.280188069,-5573273.752547992,3380257.525558271,4322.15484,-4306.537145,-4641.043882,4330.799353,-5658.591617,-2826.851753,-2.329819613e-06,2.743080915e-06,2.476226745e-06,0.523648,5.76447,419185,6213.89,30121.7,9432.77,6251.33,31514.8,-1626.72,4.71295e-06,1,2.68368e-12,1.93809e+06,4.0433e+06,-5.10166e+06,-3581.6,-2790.58,-3584.66,2.60812e+10,-1.44566e+11,-7.55111e+09,2.49873e+06,-1.22844e+07,2.43942e+08,4.00761e+08,-5.16875e+07,-4.19067e+07,2735.44,-59301.7,150346,0,0,0,1.65565e-08,3.30099e-09,-1.98575e-08,-2.57876e-07,1.72787e-06,7.22228e-08,2.7504e-07,5.12843e-07,-7.87884e-07,-3.24079e-05,4.63804e-05,1.88764e-05,0.0399355,0.040015,0.0398839,-1.32203e-06,3.14291e-07,1.00841e-06,-0,-0,-0,0,0,0,0.00262468,0.000151773,3.80965e-05,383.606,3663.17,6000,3.03974,
47.7,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83791e+07,-5.56218e+07,143.612,887.083,356.616,0.0016408,0.000151908,3.81201e-05,0.177228,0.00234141,0.000898533,0.984167,-9.27995e-06,6.37001e-08,1.34401e-08,0.000164825,1.35837e-07,-1908450.967422408,-5573704.455915339,3379793.309626273,4322.397618,-4305.828209,-4641.475044,4331.067178,-5658.559419,-2826.505035,-2.330002078e-06,2.742708154e-06,2.476498111e-06,0.523569,5.76456,419185,6066.07,30090,9475.75,6103.39,31499.9,-1581.23,4.71295e-06,1,2.6837e-12,1.93775e+06,4.04301e+06,-5.10201e+06,-3581.69,-2743.5,-3546.74,2.60808e+10,-1.44567e+11,-7.52679e+09,2.50443e+06,-1.21723e+07,2.42598e+08,4.00761e+08,-5.16953e+07,-4.18917e+07,2739.12,-58861.6,149905,2.64823e-23,0,0,1.65576e-08,3.29823e-09,-1.98558e-08,-2.57844e-07,1.72774e-06,7.1979e-08,2.75067e-07,5.12842e-07,-7.87909e-07,-3.24106e-05,4.63803e-05,1.88735e-05,0.0398708,0.0400081,0.0399347,-1.3212e-06,3.06782e-07,1.01174e-06,-0,-0,-0,0,0,0,0.00249545,0.000151844,3.81067e-05,383.901,3665.99,6000,2.94701,
47.8,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.8379e+07,-5.56218e+07,143.611,887.083,356.616,0.00163155,0.00015197,3.81432e-05,0.177309,0.00234862,0.000901564,0.984152,-9.2412e-06,6.2279e-08,2.30839e-08,0.000163906,1.34326e-07,-1908018.804290128,-5574134.915163906,3379329.237330279,4322.640244,-4305.119502,-4641.905973,4331.334863,-5658.524798,-2826.163315,-2.330184939e-06,2.742334741e-06,2.476769617e-06,0.52349,5.76464,419184,6037.25,30236.5,9545.79,6074.8,31661.4,-1571.93,4.71295e-06,1,2.68372e-12,1.93741e+06,4.04273e+06,-5.10237e+06,-3581.8,-2696.66,-3509.04,2.60804e+10,-1.44569e+11,-7.50261e+09,2.50924e+06,-1.20613e+07,2.41261e+08,4.00761e+08,-5.17031e+07,-4.18769e+07,2742.25,-58426.2,149463,0,-1.32411e-23,0,1.65586e-08,3.29548e-09,-1.98541e-08,-2.57812e-07,1.7276e-06,7.17365e-08,2.75093e-07,5.12841e-07,-7.87934e-07,-3.24134e-05,4.63801e-05,1.88708e-05,0.039928,0.0399521,0.0399879,-1.32887e-06,3.05683e-07,1.02147e-06,-0,-0,-0,0,0,0,0.00333246,0.000151908,3.81201e-05,384.157,3668.43,6000,2.56198,
47.9,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83789e+07,-5.56218e+07,143.611,887.083,356.616,0.00162236,0.000152038,3.81669e-05,0.177389,0.00235584,0.000904598,0.984138,-9.19849e-06,6.81129e-08,2.36468e-08,0.000162991,1.3283e-07,-1907586.442983338,-5574565.476730297,3378864.935181696,4322.882912,-4304.410456,-4642.337017,4331.602604,-5658.487356,-2825.82709,-2.330368001e-06,2.741961038e-06,2.477041031e-06,0.523411,5.76473,419184,6112.23,30237.2,9483.22,6150.19,31639.9,-1635.54,4.71295e-06,1,2.68375e-12,1.93707e+06,4.04245e+06,-5.10272e+06,-3581.85,-2650.04,-3471.49,2.60799e+10,-1.4457e+11,-7.47856e+09,2.51271e+06,-1.19515e+07,2.39929e+08,4.00761e+08,-5.17108e+07,-4.1862e+07,2744.97,-57996.6,149025,0,0,0,1.65597e-08,3.29275e-09,-1.98525e-08,-2.5778e-07,1.72747e-06,7.14955e-08,2.75119e-07,5.12841e-07,-7.87959e-07,-3.24161e-05,4.63799e-05,1.8868e-05,0.0400708,0.0399434,0.0400465,-1.3324e-06,3.11831e-07,1.02217e-06,-0,-0,-0,0,0,0,0.00262616,0.00015197,3.81432e-05,384.407,3670.82,6000,2.4989,
48,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83788e+07,-5.56217e+07,143.611,887.084,356.616,0.00161321,0.000152102,3.81853e-05,0.177468,0.00236306,0.000907635,0.984123,-9.14313e-06,6.31835e-08,1.84411e-08,0.000162082,1.31352e-07,-1907154.23134045,-5574995.794223978,3378400.776715646,4323.125428,-4303.70164,-4642.767828,4331.870204,-5658.447519,-2825.495811,-2.330551458e-06,2.741586687e-06,2.477312584e-06,0.523332,5.76481,419183,6076.82,30091,9509.29,6114.43,31511.7,-1565.3,4.71295e-06,1,2.68377e-12,1.93673e+06,4.04218e+06,-5.10306e+06,-3581.88,-2603.61,-3434.12,2.60795e+10,-1.44571e+11,-7.45464e+09,2.51645e+06,-1.18427e+07,2.38603e+08,4.00761e+08,-5.17184e+07,-4.18472e+07,2748.01,-57568.5,148590,-2.64822e-23,1.32411e-23,0,1.65608e-08,3.29004e-09,-1.98508e-08,-2.57748e-07,1.72733e-06,7.12559e-08,2.75143e-07,5.12841e-07,-7.87984e-07,-3.24188e-05,4.63796e-05,1.88653e-05,0.0400399,0.040006,0.0399988,-1.32305e-06,3.07245e-07,1.01711e-06,-0,-0,-0,0,0,0,0.00107534,0.000152038,3.81669e-05,384.645,3673.09,6000,2.37586,
48.1,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83787e+07,-5.56217e+07,143.611,887.084,356.616,0.00160411,0.000152167,3.82057e-05,0.177548,0.00237028,0.000910674,0.984109,-9.10087e-06,6.53216e-08,2.03608e-08,0.000161177,1.29889e-07,-1906721.821504031,-5575426.213977908,3377936.388362912,4323.367986,-4302.992484,-4643.198753,4332.137863,-5658.404888,-2825.169973,-2.330735111e-06,2.741212053e-06,2.477584045e-06,0.523253,5.7649,419183,6066.51,30172.5,9457.37,6104.71,31569.7,-1647.48,4.71295e-06,1,2.6838e-12,1.93639e+06,4.04191e+06,-5.1034e+06,-3581.96,-2557.46,-3396.99,2.60791e+10,-1.44572e+11,-7.43085e+09,2.52059e+06,-1.17349e+07,2.37285e+08,4.00761e+08,-5.17261e+07,-4.18325e+07,2750.94,-57141.9,148156,0,0,0,1.65618e-08,3.28733e-09,-1.98492e-08,-2.57716e-07,1.7272e-06,7.10177e-08,2.75167e-07,5.12842e-07,-7.88009e-07,-3.24216e-05,4.63793e-05,1.88626e-05,0.0399976,0.0398981,0.0399373,-1.32654e-06,3.09701e-07,1.01915e-06,-0,-0,-0,0,0,0,0.00141912,0.000152102,3.81853e-05,384.962,3676.12,6000,3.17276,
48.2,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83786e+07,-5.56217e+07,143.61,887.084,356.616,0.00159505,0.000152225,3.82297e-05,0.177626,0.0023775,0.000913716,0.984095,-9.0571e-06,5.84183e-08,2.40322e-08,0.000160276,1.28442e-07,-1906289.561372507,-5575856.389694798,3377472.143750453,4323.610392,-4302.283559,-4643.629446,4332.40538,-5658.359891,-2824.849029,-2.330919154e-06,2.740836775e-06,2.477855643e-06,0.523174,5.76498,419182,6044.12,30229.1,9648.57,6081.77,31689.2,-1493.18,4.71295e-06,1,2.68382e-12,1.93605e+06,4.04165e+06,-5.10374e+06,-3582.02,-2511.51,-3360.03,2.60786e+10,-1.44574e+11,-7.4072e+09,2.52462e+06,-1.1628e+07,2.35973e+08,4.00761e+08,-5.17337e+07,-4.18178e+07,2753.93,-56717.9,147725,-2.64822e-23,1.32411e-23,0,1.65629e-08,3.28465e-09,-1.98475e-08,-2.57684e-07,1.72707e-06,7.07808e-08,2.7519e-07,5.12843e-07,-7.88034e-07,-3.24243e-05,4.63791e-05,1.886e-05,0.0399534,0.0399799,0.0400323,-1.32829e-06,3.03125e-07,1.02294e-06,-0,-0,-0,0,0,0,0.00174952,0.000152167,3.82057e-05,385.212,3678.5,6000,2.50031,
48.3,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83786e+07,-5.56216e+07,143.61,887.084,356.616,0.00158605,0.000152288,3.82473e-05,0.177705,0.00238472,0.000916761,0.984081,-9.00451e-06,6.2244e-08,1.76159e-08,0.00015938,1.2701e-07,-1905857.103042436,-5576286.667600445,3377007.669232244,4323.85284,-4301.574293,-4644.060253,4332.672953,-5658.312128,-2824.533476,-2.331103392e-06,2.740461219e-06,2.478127147e-06,0.523095,5.76507,419182,6085.97,30109.1,9524.51,6123.99,31533.1,-1572.24,4.71295e-06,1,2.68384e-12,1.93571e+06,4.04139e+06,-5.10408e+06,-3582.08,-2465.79,-3323.27,2.60782e+10,-1.44575e+11,-7.38367e+09,2.52776e+06,-1.15223e+07,2.34668e+08,4.00761e+08,-5.17413e+07,-4.18031e+07,2756.41,-56298.4,147294,-2.64822e-23,0,0,1.65639e-08,3.28198e-09,-1.98459e-08,-2.57653e-07,1.72694e-06,7.05454e-08,2.75213e-07,5.12845e-07,-7.88058e-07,-3.24271e-05,4.63787e-05,1.88574e-05,0.0399975,0.0399376,0.0399018,-1.32102e-06,3.07244e-07,1.01667e-06,-0,-0,-0,0,0,0,0.00325843,0.000152225,3.82297e-05,385.314,3679.48,6000,1.0238,
48.4,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.91,2157.06,3.9869e+08,-3.83785e+07,-5.56216e+07,143.61,887.084,356.616,0.00157709,0.000152348,3.82658e-05,0.177782,0.00239195,0.000919808,0.984066,-8.96146e-06,6.03758e-08,1.84676e-08,0.000158489,1.25594e-07,-1905424.620458419,-5576716.874569895,3376543.151620258,4324.095233,-4300.864973,-4644.491,4332.940485,-5658.261819,-2824.223024,-2.331288016e-06,2.740085025e-06,2.478398786e-06,0.523015,5.76516,419181,6035.22,30082.3,9523.8,6073.32,31507.6,-1568.72,4.71295e-06,1,2.68387e-12,1.93537e+06,4.04114e+06,-5.10441e+06,-3582.16,-2420.31,-3286.72,2.60777e+10,-1.44576e+11,-7.36028e+09,2.53198e+06,-1.14174e+07,2.33369e+08,4.00761e+08,-5.17488e+07,-4.17885e+07,2759.32,-55878.6,146866,-2.64822e-23,0,0,1.6565e-08,3.27932e-09,-1.98443e-08,-2.57621e-07,1.72681e-06,7.03113e-08,2.75235e-07,5.12847e-07,-7.88082e-07,-3.24298e-05,4.63784e-05,1.88549e-05,0.0399978,0.0399454,0.0400015,-1.32301e-06,3.05687e-07,1.01763e-06,-0,-0,-0,0,0,0,0.0036842,0.000152288,3.82473e-05,385.45,3680.77,6000,1.35111,
48.5,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.92,2157.06,3.9869e+08,-3.83784e+07,-5.56216e+07,143.61,887.084,356.616,0.00156818,0.000152409,3.82788e-05,0.17786,0.00239918,0.000922858,0.984052,-8.91268e-06,6.09872e-08,1.30253e-08,0.000157603,1.24193e-07,-1904992.287621551,-5577146.837574949,3376078.777814549,4324.337474,-4300.155883,-4644.921515,4333.207878,-5658.209184,-2823.917387,-2.331472928e-06,2.739708376e-06,2.478670446e-06,0.522936,5.76524,419181,6144.34,30051.5,9604.16,6182.15,31506.4,-1486.98,4.71295e-06,1,2.68389e-12,1.93503e+06,4.04089e+06,-5.10473e+06,-3582.25,-2375.04,-3250.36,2.60773e+10,-1.44578e+11,-7.33702e+09,2.53598e+06,-1.13134e+07,2.32078e+08,4.00761e+08,-5.17563e+07,-4.17739e+07,2762.1,-55461.5,146439,-2.64822e-23,0,1.32411e-23,1.6566e-08,3.27668e-09,-1.98427e-08,-2.5759e-07,1.72668e-06,7.00785e-08,2.75256e-07,5.1285e-07,-7.88106e-07,-3.24326e-05,4.63781e-05,1.88524e-05,0.0399898,0.0400561,0.0399758,-1.31906e-06,3.066e-07,1.0123e-06,-0,-0,-0,0,0,0,0.00360855,0.000152348,3.82658e-05,385.616,3682.36,6000,1.66568,
48.6,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.92,2157.07,3.9869e+08,-3.83782e+07,-5.56215e+07,143.609,887.084,356.616,0.0015593,0.000152467,3.8296e-05,0.177937,0.00240641,0.00092591,0.984039,-8.87522e-06,5.79739e-08,1.72095e-08,0.00015672,1.22807e-07,-1904559.75657687,-5577576.902663257,3375614.17407261,4324.579758,-4299.446453,-4645.352144,4333.475332,-5658.153821,-2823.617063,-2.331658034e-06,2.739331456e-06,2.478942009e-06,0.522857,5.76533,419180,6029.64,30093.6,9597.19,6067.74,31543.3,-1513.69,4.71295e-06,1,2.68392e-12,1.93469e+06,4.04065e+06,-5.10506e+06,-3582.36,-2330.01,-3214.2,2.60769e+10,-1.44579e+11,-7.31388e+09,2.54074e+06,-1.12104e+07,2.30793e+08,4.00761e+08,-5.17637e+07,-4.17594e+07,2765.1,-55044.6,146014,-2.64822e-23,0,-1.32411e-23,1.6567e-08,3.27406e-09,-1.98411e-08,-2.57559e-07,1.72655e-06,6.98472e-08,2.75277e-07,5.12853e-07,-7.8813e-07,-3.24353e-05,4.63777e-05,1.885e-05,0.0399033,0.0399007,0.0401286,-1.32619e-06,3.03892e-07,1.01657e-06,-0,-0,-0,0,0,0,0.0026255,0.000152409,3.82788e-05,385.926,3685.33,6000,3.10228,
48.7,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.92,2157.07,3.9869e+08,-3.83782e+07,-5.56215e+07,143.609,887.084,356.616,0.00155046,0.000152527,3.8321e-05,0.178013,0.00241365,0.000928964,0.984025,-8.83594e-06,5.99889e-08,2.49813e-08,0.000155842,1.21434e-07,-1904127.375302836,-5578006.723840245,3375149.714175939,4324.821889,-4298.737254,-4645.782541,4333.742643,-5658.096158,-2823.321508,-2.33184352e-06,2.738953904e-06,2.479213707e-06,0.522778,5.76541,419180,5994,30214.4,9538.8,6032.82,31635.8,-1615.73,4.71295e-06,1,2.68394e-12,1.93435e+06,4.04041e+06,-5.10538e+06,-3582.47,-2285.17,-3178.2,2.60764e+10,-1.4458e+11,-7.29088e+09,2.54479e+06,-1.11083e+07,2.29513e+08,4.00761e+08,-5.17711e+07,-4.17449e+07,2767.78,-54631.7,145590,-2.64821e-23,0,-1.32411e-23,1.6568e-08,3.27145e-09,-1.98395e-08,-2.57528e-07,1.72642e-06,6.96171e-08,2.75297e-07,5.12857e-07,-7.88153e-07,-3.24381e-05,4.63773e-05,1.88476e-05,0.0400192,0.0400452,0.0400368,-1.3313e-06,3.06195e-07,1.02445e-06,-0,-0,-0,0,0,0,0.00115055,0.000152467,3.8296e-05,386.277,3688.67,6000,3.50765,
48.8,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.92,2157.07,3.9869e+08,-3.83781e+07,-5.56214e+07,143.609,887.084,356.616,0.00154168,0.00015258,3.8344e-05,0.178089,0.00242088,0.000932021,0.984011,-8.78354e-06,5.34291e-08,2.29535e-08,0.000154969,1.20077e-07,-1903694.795808993,-5578436.647035941,3374685.02431649,4325.064062,-4298.027715,-4646.213052,4334.010009,-5658.035797,-2823.031219,-2.332029194e-06,2.738576086e-06,2.479485307e-06,0.522699,5.7655,419179,5966.94,30133.2,9640.42,6005.24,31595,-1497.05,4.71295e-06,1,2.68397e-12,1.93401e+06,4.04017e+06,-5.10569e+06,-3582.52,-2240.53,-3142.36,2.6076e+10,-1.44581e+11,-7.268e+09,2.54793e+06,-1.10073e+07,2.28239e+08,4.00761e+08,-5.17785e+07,-4.17305e+07,2770.33,-54223.4,145170,0,0,0,1.6569e-08,3.26885e-09,-1.98379e-08,-2.57497e-07,1.72629e-06,6.93884e-08,2.75316e-07,5.12861e-07,-7.88177e-07,-3.24408e-05,4.63768e-05,1.88453e-05,0.0399657,0.0399891,0.0399822,-1.32311e-06,2.99934e-07,1.02257e-06,-0,-0,-0,0,0,0,0.00409825,0.000152527,3.8321e-05,386.621,3691.96,6000,3.43562,
48.9,0,0,0,0,0,0,2.61769e+10,-1.32807e+11,-5.75722e+10,29801.5,4976.92,2157.07,3.9869e+08,-3.8378e+07,-5.56214e+07,143.609,887.084,356.616,0.00153294,0.000152636,3.83685e-05,0.178165,0.00242812,0.000935081,0.983997,-8.74464e-06,5.56896e-08,2.45906e-08,0.000154099,1.18733e-07,-1903262.366116282,-5578866.32636645,3374220.478348787,4325.306083,-4297.318406,-4646.64333,4334.27723,-5657.973165,-2822.745649,-2.332215246e-06,2.738197643e-06,2.479757039e-06,0.52262,5.76558,419178,6014.83,30177.3,9663.89,6053.29,31644.2,-1495.06,4.71295e-06,1,2.68399e-12,1.93367e+06,4.03994e+06,-5.10601e+06,-3582.6,-2196.15,-3106.75,2.60755e+10,-1.44582e+11,-7.24525e+09,2.55096e+06,-1.09073e+07,2.26973e+08,4.00761e+08,-5.17858e+07,-4.17161e+07,2772.56,-53817.8,144750,0,0,-1.32411e-23,1.657e-08,3.26627e-09,-1.98363e-08,-2.57466e-07,1.72616e-06,6.91611e-08,2.75334e-07,5.12866e-07,-7.882e-07,-3.24436e-05,4.63764e-05,1.8843e-05,0.0400175,0.0399746,0.0400825,-1.32814e-06,3.02459e-07,1.02435e-06,-0,-0,-0,0,0,0,0.00353805,0.00015258,3.8344e-05,386.871,3694.34,6000,2.49969,
