time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],rw_angular_velocity[rad/s],rw_angular_velocity_rpm[rpm],rw_angular_velocity_upperlimit[rpm],rw_angular_acceleration[rad/s^2],
99.2,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83334e+07,-5.56035e+07,143.486,887.095,356.633,-5.34421e-05,0.000144125,4.78919e-05,0.188861,0.0060166,0.00268467,0.981982,-6.59405e-07,-5.43824e-08,1.56851e-08,1.61002e-05,1.29609e-09,-1682754.71669846,-5785932.937644357,3135177.910123961,4440.033835,-3933.722485,-4855.495175,4462.418238,-5467.506222,-2992.842398,-2.44064883e-06,2.51573717e-06,2.615021942e-06,0.482343,5.80766,418933,4181.02,28191.9,12597.1,4257.16,30840.7,1295,4.71298e-06,1,2.69526e-12,1.76049e+06,4.20449e+06,-5.03596e+06,-3738.43,5748.02,3479,2.57984e+10,-1.44761e+11,-3.87369e+09,2.01672e+06,463126,-3.63777e+06,4.00734e+08,-5.32142e+07,-3.73415e+07,1868.8,12257.9,61053.4,2.64765e-23,0,0,1.66965e-08,2.86647e-09,-1.9563e-08,-2.50512e-07,1.70579e-06,3.6135e-08,2.42255e-07,5.45043e-07,-7.87298e-07,-3.40453e-05,4.46845e-05,2.0459e-05,0.0399431,0.0399205,0.040011,-1.18227e-06,1.18607e-07,1.06193e-06,-0,-0,-0,0,0,0,0.00190144,0.00014418,4.78762e-05,456.337,4357.69,6000,2.67147,
99.3,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83333e+07,-5.56034e+07,143.485,887.095,356.633,-5.40918e-05,0.000144064,4.79121e-05,0.188859,0.00602321,0.0026884,0.981982,-6.49632e-07,-6.13423e-08,2.0201e-08,1.6117e-05,1.2988e-09,-1682310.615103299,-5786326.350901434,3134692.246360875,4440.247856,-3932.986478,-4855.895085,4462.65906,-5466.977001,-2993.449068,-2.440868713e-06,2.515254346e-06,2.615287044e-06,0.482262,5.80774,418933,4120.09,28142.3,12698.6,4194.89,30832.5,1407.09,4.71298e-06,1,2.69528e-12,1.76013e+06,4.20506e+06,-5.03562e+06,-3738.83,5750.74,3482.28,2.57977e+10,-1.44762e+11,-3.87409e+09,2.0128e+06,465014,-3.73437e+06,4.00734e+08,-5.32153e+07,-3.73358e+07,1864.71,12271.1,61001.9,0,0,0,1.66965e-08,2.86644e-09,-1.95629e-08,-2.50505e-07,1.70579e-06,3.61387e-08,2.4215e-07,5.45132e-07,-7.87282e-07,-3.40485e-05,4.46797e-05,2.04647e-05,0.0400414,0.0400657,0.03996,-1.17569e-06,1.11286e-07,1.06651e-06,-0,-0,-0,0,0,0,0.000544045,0.000144125,4.78919e-05,456.435,4358.63,6000,0.984385,
99.4,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83333e+07,-5.56034e+07,143.485,887.095,356.633,-5.47402e-05,0.000144006,4.79277e-05,0.188856,0.00602982,0.00269213,0.981983,-6.4844e-07,-5.75286e-08,1.56051e-08,1.61343e-05,1.30157e-09,-1681866.670758255,-5786719.532334043,3134206.737985304,4440.461734,-3932.250717,-4856.294772,4462.89973,-5466.447734,-2994.055811,-2.441088644e-06,2.514771212e-06,2.61555224e-06,0.482181,5.80783,418933,4160.13,28178.7,12666.4,4235.68,30854.2,1364.43,4.71298e-06,1,2.6953e-12,1.75978e+06,4.20562e+06,-5.03527e+06,-3739.22,5753.4,3485.51,2.57971e+10,-1.44762e+11,-3.87449e+09,2.00787e+06,466688,-3.8297e+06,4.00734e+08,-5.32164e+07,-3.733e+07,1860.08,12281.2,60948.9,2.64765e-23,-1.32383e-23,0,1.66965e-08,2.86641e-09,-1.95629e-08,-2.50499e-07,1.70579e-06,3.61425e-08,2.42045e-07,5.45221e-07,-7.87266e-07,-3.40518e-05,4.46748e-05,2.04704e-05,0.0399245,0.0400984,0.0399411,-1.17764e-06,1.14704e-07,1.06199e-06,-0,-0,-0,0,0,0,0.000378784,0.000144064,4.79121e-05,456.449,4358.77,6000,0.142101,
99.5,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83331e+07,-5.56034e+07,143.485,887.095,356.633,-5.53838e-05,0.00014395,4.79438e-05,0.188853,0.00603643,0.00269586,0.981983,-6.43548e-07,-5.65642e-08,1.60533e-08,1.61516e-05,1.30438e-09,-1681422.526373821,-5787112.79837732,3133720.994256728,4440.675642,-3931.51461,-4856.694558,4463.140432,-5465.917992,-2994.663139,-2.441308452e-06,2.514288159e-06,2.615817312e-06,0.4821,5.80791,418932,4160.01,28114.6,12622.8,4235.68,30778.5,1347.93,4.71298e-06,1,2.69532e-12,1.75942e+06,4.20619e+06,-5.03492e+06,-3739.64,5756.07,3488.74,2.57965e+10,-1.44762e+11,-3.87491e+09,2.00377e+06,468505,-3.92479e+06,4.00734e+08,-5.32174e+07,-3.73242e+07,1855.81,12293.5,60896.8,0,0,0,1.66964e-08,2.86639e-09,-1.95628e-08,-2.50492e-07,1.70579e-06,3.61464e-08,2.4194e-07,5.4531e-07,-7.8725e-07,-3.4055e-05,4.467e-05,2.0476e-05,0.0400248,0.0399934,0.0399563,-1.17589e-06,1.15291e-07,1.0625e-06,-0,-0,-0,0,0,0,0.00117185,0.000144006,4.79277e-05,456.63,4360.5,6000,1.81032,
99.6,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.8333e+07,-5.56033e+07,143.485,887.095,356.633,-5.60268e-05,0.000143894,4.79607e-05,0.188851,0.00604304,0.00269959,0.981984,-6.4309e-07,-5.5488e-08,1.69376e-08,1.61694e-05,1.30724e-09,-1680978.539268002,-5787505.832645332,3133235.405960201,4440.889408,-3930.778749,-4857.094122,4463.380983,-5465.388205,-2995.270535,-2.441528305e-06,2.513804798e-06,2.616082478e-06,0.48202,5.80799,418932,4119.71,28149.6,12576.4,4196.28,30793.8,1291.59,4.71298e-06,1,2.69534e-12,1.75907e+06,4.20675e+06,-5.03458e+06,-3740.04,5758.7,3491.96,2.57958e+10,-1.44762e+11,-3.87534e+09,1.99966e+06,470300,-4.01915e+06,4.00733e+08,-5.32184e+07,-3.73184e+07,1851.59,12305.6,60845.3,-2.64765e-23,0,0,1.66964e-08,2.86636e-09,-1.95628e-08,-2.50486e-07,1.70579e-06,3.61504e-08,2.41835e-07,5.454e-07,-7.87234e-07,-3.40583e-05,4.46651e-05,2.04817e-05,0.0399929,0.0400548,0.039952,-1.17854e-06,1.15995e-07,1.06345e-06,-0,-0,-0,0,0,0,0.00212544,0.00014395,4.79438e-05,456.682,4360.99,6000,0.517974,
99.7,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.8333e+07,-5.56033e+07,143.484,887.095,356.633,-5.66649e-05,0.000143842,4.79725e-05,0.188848,0.00604964,0.00270332,0.981984,-6.38031e-07,-5.2246e-08,1.17847e-08,1.61873e-05,1.31014e-09,-1680534.352116893,-5787898.951454782,3132749.58229091,4441.103203,-3930.042541,-4857.493784,4463.621568,-5464.857943,-2995.878513,-2.441748034e-06,2.513321516e-06,2.61634752e-06,0.481939,5.80807,418931,4182.1,28091,12543,4258.71,30726.8,1283.33,4.71298e-06,1,2.69536e-12,1.75872e+06,4.20732e+06,-5.03423e+06,-3740.44,5761.34,3495.17,2.57952e+10,-1.44762e+11,-3.87577e+09,1.9955e+06,472084,-4.11341e+06,4.00733e+08,-5.32195e+07,-3.73126e+07,1847.39,12317.5,60794.4,0,0,0,1.66964e-08,2.86634e-09,-1.95627e-08,-2.50479e-07,1.70579e-06,3.61545e-08,2.41729e-07,5.45489e-07,-7.87218e-07,-3.40615e-05,4.46603e-05,2.04874e-05,0.0399958,0.0400531,0.0399648,-1.17659e-06,1.18871e-07,1.05837e-06,-0,-0,-0,0,0,0,-0.00122769,0.000143894,4.79607e-05,456.718,4361.34,6000,0.360632,
99.8,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83329e+07,-5.56033e+07,143.484,887.095,356.633,-5.73045e-05,0.000143788,4.79905e-05,0.188845,0.00605624,0.00270705,0.981985,-6.39631e-07,-5.38286e-08,1.80165e-08,1.62055e-05,1.3131e-09,-1680090.3222693,-5788291.838541366,3132263.914094281,4441.316855,-3929.30658,-4857.893223,4463.862004,-5464.327637,-2996.486554,-2.441967811e-06,2.512837926e-06,2.616612655e-06,0.481858,5.80815,418931,4144.17,28174.4,12592.3,4221.01,30822.6,1297.95,4.71298e-06,1,2.69538e-12,1.75836e+06,4.20789e+06,-5.03388e+06,-3740.86,5763.96,3498.37,2.57946e+10,-1.44762e+11,-3.87621e+09,1.9922e+06,474003,-4.2069e+06,4.00733e+08,-5.32206e+07,-3.73069e+07,1843.55,12331.6,60744.2,0,-1.32382e-23,0,1.66963e-08,2.86631e-09,-1.95626e-08,-2.50473e-07,1.70579e-06,3.61586e-08,2.41624e-07,5.45578e-07,-7.87202e-07,-3.40648e-05,4.46554e-05,2.04931e-05,0.0400112,0.0399445,0.040007,-1.18128e-06,1.16938e-07,1.06464e-06,-0,-0,-0,0,0,0,0.00166277,0.000143842,4.79725e-05,456.83,4362.4,6000,1.11569,
99.9,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83328e+07,-5.56032e+07,143.484,887.095,356.633,-5.79381e-05,0.000143735,4.80057e-05,0.188842,0.00606284,0.00271078,0.981985,-6.33621e-07,-5.29359e-08,1.51925e-08,1.62238e-05,1.31606e-09,-1679646.09236692,-5788684.810103338,3131778.010501197,4441.530537,-3928.570273,-4858.292762,4464.102472,-5463.796858,-2997.095174,-2.442187463e-06,2.512354417e-06,2.616877666e-06,0.481777,5.80823,418930,4172.08,28142.1,12590.1,4248.82,30791.7,1308.49,4.71298e-06,1,2.6954e-12,1.75801e+06,4.20845e+06,-5.03353e+06,-3741.24,5766.57,3501.57,2.57939e+10,-1.44762e+11,-3.87667e+09,1.98799e+06,475765,-4.30061e+06,4.00733e+08,-5.32217e+07,-3.73011e+07,1839.4,12343.1,60694.3,0,0,0,1.66963e-08,2.86629e-09,-1.95626e-08,-2.50466e-07,1.70579e-06,3.61629e-08,2.41519e-07,5.45667e-07,-7.87186e-07,-3.4068e-05,4.46506e-05,2.04987e-05,0.0400017,0.0399708,0.0399672,-1.17836e-06,1.17472e-07,1.06189e-06,-0,-0,-0,0,0,0,-0.00162389,0.000143788,4.79905e-05,457.032,4364.34,6000,2.02358,
100,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83327e+07,-5.56032e+07,143.484,887.095,356.633,-5.85671e-05,0.000143677,4.80235e-05,0.188839,0.00606944,0.00271451,0.981986,-6.28964e-07,-5.80657e-08,1.77931e-08,1.62418e-05,1.31898e-09,-1679202.019800138,-5789077.549988496,3131292.262429239,4441.744077,-3927.834212,-4858.692077,4464.34279,-5463.266038,-2997.703855,-2.442407162e-06,2.511870599e-06,2.61714277e-06,0.481696,5.80832,418930,4113.54,28090.2,12661.9,4189.25,30770.3,1393.87,4.71298e-06,1,2.69542e-12,1.75766e+06,4.20902e+06,-5.03318e+06,-3741.64,5769.16,3504.75,2.57933e+10,-1.44762e+11,-3.87713e+09,1.98419e+06,477579,-4.39345e+06,4.00733e+08,-5.32228e+07,-3.72954e+07,1835.4,12355.6,60644.6,0,0,0,1.66963e-08,2.86627e-09,-1.95625e-08,-2.50459e-07,1.70579e-06,3.61672e-08,2.41413e-07,5.45757e-07,-7.8717e-07,-3.40712e-05,4.46457e-05,2.05044e-05,0.0400464,0.0400281,0.0400567,-1.17676e-06,1.11988e-07,1.06455e-06,-0,-0,-0,0,0,0,0.00137022,0.000143735,4.80057e-05,456.915,4363.22,6000,-1.16886,
100.1,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83326e+07,-5.56031e+07,143.483,887.095,356.633,-5.91932e-05,0.000143622,4.80402e-05,0.188836,0.00607603,0.00271825,0.981986,-6.2611e-07,-5.51849e-08,1.67538e-08,1.62601e-05,1.32195e-09,-1678757.747172677,-5789470.374279805,3130806.27894108,4441.957646,-3927.097805,-4859.091492,4464.583138,-5462.734747,-2998.31311,-2.442626738e-06,2.511386863e-06,2.61740775e-06,0.481615,5.8084,418929,4146.14,28116.7,12633.9,4222.47,30784.4,1358.75,4.71298e-06,1,2.69544e-12,1.7573e+06,4.20959e+06,-5.03283e+06,-3742.04,5771.72,3507.9,2.57927e+10,-1.44762e+11,-3.8776e+09,1.97975e+06,479264,-4.48572e+06,4.00733e+08,-5.32238e+07,-3.72896e+07,1831.03,12366.2,60593.6,2.64764e-23,0,0,1.66962e-08,2.86625e-09,-1.95625e-08,-2.50453e-07,1.70579e-06,3.61716e-08,2.41308e-07,5.45846e-07,-7.87154e-07,-3.40745e-05,4.46409e-05,2.05101e-05,0.040041,0.0400364,0.0399991,-1.17695e-06,1.14489e-07,1.06359e-06,-0,-0,-0,0,0,0,-0.000745982,0.000143677,4.80235e-05,457.074,4364.73,6000,1.58309,
100.2,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83325e+07,-5.56031e+07,143.483,887.095,356.633,-5.98136e-05,0.000143569,4.80532e-05,0.188833,0.00608262,0.00272198,0.981987,-6.20443e-07,-5.30023e-08,1.2973e-08,1.62785e-05,1.32494e-09,-1678313.453190438,-5789863.124910296,3130320.25551055,4442.171159,-3926.361348,-4859.490844,4464.823429,-5462.203202,-2998.922679,-2.442846358e-06,2.510902818e-06,2.617672824e-06,0.481534,5.80848,418929,4185.1,28088.1,12609.5,4261.61,30748.6,1347.49,4.71298e-06,1,2.69546e-12,1.75695e+06,4.21016e+06,-5.03248e+06,-3742.44,5774.26,3511.05,2.5792e+10,-1.44762e+11,-3.87808e+09,1.97561e+06,480991,-4.57751e+06,4.00733e+08,-5.32248e+07,-3.72839e+07,1826.85,12377.5,60543.7,0,-1.32382e-23,-1.32382e-23,1.66962e-08,2.86623e-09,-1.95624e-08,-2.50446e-07,1.7058e-06,3.61761e-08,2.41202e-07,5.45935e-07,-7.87137e-07,-3.40777e-05,4.4636e-05,2.05158e-05,0.0400123,0.0399961,0.0399433,-1.17431e-06,1.16307e-07,1.05987e-06,-0,-0,-0,0,0,0,-0.000871252,0.000143622,4.80402e-05,456.919,4363.25,6000,-1.54607,
100.3,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83324e+07,-5.56031e+07,143.483,887.095,356.633,-6.04281e-05,0.000143508,4.80716e-05,0.18883,0.0060892,0.00272571,0.981987,-6.14435e-07,-6.1192e-08,1.83772e-08,1.62963e-05,1.32785e-09,-1677869.316575752,-5790255.643947364,3129834.387656179,4442.384529,-3925.625137,-4859.889974,4465.063569,-5461.671619,-2999.532302,-2.44306594e-06,2.51041866e-06,2.617937882e-06,0.481453,5.80856,418929,4066.96,28028.4,12693.5,4142.23,30724.7,1446.32,4.71298e-06,1,2.69548e-12,1.75659e+06,4.21072e+06,-5.03213e+06,-3742.85,5776.78,3514.18,2.57914e+10,-1.44763e+11,-3.87858e+09,1.97209e+06,482807,-4.66847e+06,4.00732e+08,-5.32259e+07,-3.72781e+07,1822.92,12390.2,60494.3,0,0,0,1.66962e-08,2.86621e-09,-1.95624e-08,-2.5044e-07,1.7058e-06,3.61808e-08,2.41096e-07,5.46025e-07,-7.87121e-07,-3.4081e-05,4.46311e-05,2.05215e-05,0.0400693,0.0400244,0.0400064,-1.1713e-06,1.07762e-07,1.06533e-06,-0,-0,-0,0,0,0,-0.000258252,0.000143569,4.80532e-05,457.049,4364.5,6000,1.30456,
100.4,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83323e+07,-5.5603e+07,143.483,887.095,356.633,-6.10486e-05,0.000143453,4.80919e-05,0.188828,0.00609578,0.00272945,0.981988,-6.20569e-07,-5.45437e-08,2.02721e-08,1.63152e-05,1.33093e-09,-1677424.979905922,-5790648.24727403,3129348.284371676,4442.597929,-3924.88858,-4860.289202,4465.303739,-5461.139569,-3000.142494,-2.443285395e-06,2.509934584e-06,2.618202816e-06,0.481372,5.80864,418928,4051.08,28162.4,12563.7,4128.93,30801,1276.1,4.71298e-06,1,2.6955e-12,1.75624e+06,4.21129e+06,-5.03178e+06,-3743.25,5779.26,3517.27,2.57907e+10,-1.44763e+11,-3.87907e+09,1.96737e+06,484391,-4.75871e+06,4.00732e+08,-5.3227e+07,-3.72724e+07,1818.35,12399.5,60443,2.64764e-23,0,1.32382e-23,1.66961e-08,2.86619e-09,-1.95623e-08,-2.50433e-07,1.7058e-06,3.61854e-08,2.40991e-07,5.46114e-07,-7.87105e-07,-3.40842e-05,4.46263e-05,2.05272e-05,0.0400066,0.0399494,0.0399784,-1.1804e-06,1.14015e-07,1.0673e-06,-0,-0,-0,0,0,0,0.000894901,0.000143508,4.80716e-05,456.978,4363.82,6000,-0.710233,
100.5,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83323e+07,-5.5603e+07,143.482,887.095,356.633,-6.16613e-05,0.000143396,4.81102e-05,0.188824,0.00610236,0.00273318,0.981988,-6.12666e-07,-5.6962e-08,1.83415e-08,1.63338e-05,1.33396e-09,-1676980.800632105,-5791040.619056537,3128862.336707839,4442.811186,-3924.152269,-4860.688208,4465.543757,-5460.607483,-3000.752738,-2.443504897e-06,2.5094502e-06,2.618467844e-06,0.481291,5.80872,418928,4109.74,28171,12696.3,4186.32,30858,1397.06,4.71298e-06,1,2.69552e-12,1.75589e+06,4.21186e+06,-5.03143e+06,-3743.62,5781.77,3520.4,2.57901e+10,-1.44763e+11,-3.87958e+09,1.96279e+06,486021,-4.84966e+06,4.00732e+08,-5.32281e+07,-3.72667e+07,1814.08,12409.3,60394.1,-2.64764e-23,0,0,1.66961e-08,2.86617e-09,-1.95623e-08,-2.50427e-07,1.7058e-06,3.61902e-08,2.40885e-07,5.46204e-07,-7.87089e-07,-3.40875e-05,4.46214e-05,2.05329e-05,0.0399604,0.040046,0.0399066,-1.17549e-06,1.11235e-07,1.06545e-06,-0,-0,-0,0,0,0,0.000132388,0.000143453,4.80919e-05,456.895,4363.03,6000,-0.829501,
100.6,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.83322e+07,-5.5603e+07,143.482,887.095,356.633,-6.22758e-05,0.000143341,4.81292e-05,0.188821,0.00610894,0.00273692,0.981989,-6.14444e-07,-5.54959e-08,1.8995e-08,1.63528e-05,1.33707e-09,-1676536.421290099,-5791433.075065736,3128376.15358632,4443.024472,-3923.415612,-4861.087313,4465.783804,-5460.074931,-3001.363549,-2.443724272e-06,2.508965899e-06,2.618732748e-06,0.48121,5.80881,418927,4061.89,28120.2,12613.9,4139.12,30780.4,1339.02,4.71298e-06,1,2.69554e-12,1.75553e+06,4.21243e+06,-5.03108e+06,-3744.02,5784.25,3523.5,2.57895e+10,-1.44763e+11,-3.8801e+09,1.95833e+06,487642,-4.93955e+06,4.00732e+08,-5.32291e+07,-3.72609e+07,1809.74,12419.1,60344.5,0,0,0,1.66961e-08,2.86615e-09,-1.95622e-08,-2.5042e-07,1.7058e-06,3.61951e-08,2.40779e-07,5.46293e-07,-7.87072e-07,-3.40907e-05,4.46165e-05,2.05386e-05,0.0400212,0.0400291,0.0400848,-1.18023e-06,1.12327e-07,1.06618e-06,-0,-0,-0,0,0,0,0.00115998,0.000143396,4.81102e-05,456.871,4362.79,6000,-0.245876,
100.7,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.2,2157.19,3.98697e+08,-3.8332e+07,-5.56029e+07,143.482,887.095,356.633,-6.28782e-05,0.00014328,4.8145e-05,0.188818,0.00611551,0.00274065,0.981989,-6.02414e-07,-6.06677e-08,1.58559e-08,1.6371e-05,1.34004e-09,-1676092.199376155,-5791825.299576873,3127890.126133877,4443.237617,-3922.679202,-4861.486195,4466.023701,-5459.542344,-3001.974409,-2.443943695e-06,2.50848129e-06,2.618997745e-06,0.481129,5.80889,418927,4076.84,28043.3,12739.8,4152.23,30755.6,1484.88,4.71298e-06,1,2.69556e-12,1.75518e+06,4.213e+06,-5.03073e+06,-3744.4,5786.72,3526.6,2.57888e+10,-1.44763e+11,-3.88063e+09,1.95386e+06,489270,-5.02965e+06,4.00732e+08,-5.32301e+07,-3.72552e+07,1805.47,12429,60295.4,0,0,1.32382e-23,1.6696e-08,2.86614e-09,-1.95622e-08,-2.50414e-07,1.7058e-06,3.62e-08,2.40673e-07,5.46383e-07,-7.87056e-07,-3.4094e-05,4.46116e-05,2.05443e-05,0.0399719,0.0400363,0.0400126,-1.17116e-06,1.06788e-07,1.06312e-06,-0,-0,-0,0,0,0,0.00200976,0.000143341,4.81292e-05,456.956,4363.61,6000,0.852016,
100.8,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.21,2157.19,3.98697e+08,-3.8332e+07,-5.56029e+07,143.482,887.095,356.633,-6.34788e-05,0.000143221,4.81645e-05,0.188815,0.00612208,0.00274439,0.98199,-6.00579e-07,-5.93274e-08,1.9498e-08,1.63895e-05,1.34308e-09,-1675647.777384579,-5792217.60824862,3127403.863200114,4443.45079,-3921.942445,-4861.885175,4466.263627,-5459.009294,-3002.58583,-2.44416299e-06,2.507996764e-06,2.619262618e-06,0.481048,5.80897,418926,4048.09,28053.5,12681.8,4124.32,30743.6,1427.13,4.71298e-06,1,2.69558e-12,1.75482e+06,4.21357e+06,-5.03038e+06,-3744.82,5789.14,3529.65,2.57882e+10,-1.44763e+11,-3.88116e+09,1.9495e+06,490875,-5.11816e+06,4.00732e+08,-5.32312e+07,-3.72495e+07,1801.02,12438.7,60244.5,0,0,0,1.6696e-08,2.86612e-09,-1.95621e-08,-2.50407e-07,1.7058e-06,3.62051e-08,2.40567e-07,5.46472e-07,-7.8704e-07,-3.40972e-05,4.46068e-05,2.055e-05,0.0400642,0.0399806,0.0399853,-1.17223e-06,1.07735e-07,1.06682e-06,-0,-0,-0,0,0,0,0.00113937,0.00014328,4.8145e-05,456.969,4363.73,6000,0.126043,
100.9,0,0,0,0,0,0,2.61784e+10,-1.32807e+11,-5.75721e+10,29801.5,4977.21,2157.19,3.98697e+08,-3.83319e+07,-5.56029e+07,143.481,887.095,356.633,-6.40793e-05,0.000143164,4.81827e-05,0.188812,0.00612865,0.00274813,0.98199,-6.00546e-07,-5.65012e-08,1.81311e-08,1.64085e-05,1.34619e-09,-1675203.512856696,-5792609.685465256,3126917.755987785,4443.663822,-3921.205934,-4862.283933,4466.503401,-5458.476213,-3003.197295,-2.44438233e-06,2.507511931e-06,2.619527585e-06,0.480967,5.80905,418926,4011.47,28067.1,12586.1,4088.99,30720.8,1332.93,4.71298e-06,1,2.6956e-12,1.75447e+06,4.21414e+06,-5.03002e+06,-3745.21,5791.55,3532.69,2.57875e+10,-1.44763e+11,-3.88171e+09,1.94472e+06,492399,-5.20635e+06,4.00731e+08,-5.32323e+07,-3.72438e+07,1796.51,12447.2,60194.8,0,0,0,1.66959e-08,2.86611e-09,-1.95621e-08,-2.50401e-07,1.70581e-06,3.62102e-08,2.40461e-07,5.46562e-07,-7.87023e-07,-3.41004e-05,4.46019e-05,2.05558e-05,0.0400039,0.0399643,0.0399849,-1.1751e-06,1.10175e-07,1.06554e-06,-0,-0,-0,0,0,0,-7.68834e-06,0.000143221,4.81645e-05,457.079,4364.78,6000,1.10439,
