time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,airdensity[kg/m^3],EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],gyro_omega1_c(X)[rad/s],gyro_omega1_c(Y)[rad/s],gyro_omega1_c(Z)[rad/s],
191.8,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82512e+07,-5.55704e+07,143.259,887.115,356.664,0.999982,0.000983943,-0.000965748,0.996751,0.000458901,0.000326358,-0.0805419,4.64244e-07,6.47774e-07,-1.11137e-06,0.0999983,0.0499983,-1263186.723529258,-6118014.976098435,2669250.574840994,4613.658679,-3232.137872,-5198.570321,4607.102394,4029.349266,4614.829037,-2.606202931e-06,1.788341985e-06,3.02750376e-06,0.406083,5.88033,418604,1110.26,23378.3,17588.5,1139.27,-24410.4,-16123.6,4.71301e-06,1,2.71046e-12,1.26676e+06,-5.94174e+06,3.04002e+06,-13726.4,3.0344e+06,5.93649e+06,2.60437e+10,1.36097e+11,4.93511e+10,2.21842e+08,4.93088e+10,-1.36098e+11,3.99913e+08,3.59642e+07,5.63906e+07,58871.6,5.57491e+07,-3.60124e+07,0,0,0,-1.23074e-08,-2.85982e-09,1.51672e-08,-2.97159e-07,-1.81388e-06,-5.83141e-07,1.44098e-07,-4.0662e-08,-1.03436e-07,-3.61441e-05,-2.58005e-05,-4.02103e-05,0.0400484,0.0399414,0.0400016,3.32454e-07,6.91295e-07,-1.0231e-06,-0,-0,-0,0,0,0,0.999981,0.000977274,-0.000958166,
191.9,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82512e+07,-5.55704e+07,143.259,887.115,356.664,0.999982,0.000984536,-0.000966873,0.99148,0.000518814,0.000355937,-0.130257,5.36696e-07,5.92361e-07,-1.12506e-06,0.0999983,0.0499983,-1262725.444280259,-6118338.084996926,2668730.808881737,4613.819266,-3231.359935,-5198.910658,4606.418746,4469.729605,4190.478596,-2.618951946e-06,1.854918109e-06,2.963562289e-06,0.406,5.88041,418604,1153.77,23320,17627,1186.65,-25846.5,-13653.3,4.71301e-06,1,2.71047e-12,1.26653e+06,-5.60884e+06,3.61766e+06,-14621.3,3.61143e+06,5.60431e+06,2.60262e+10,1.40347e+11,3.55202e+10,2.31539e+08,3.54756e+10,-1.4034e+11,3.99903e+08,4.14541e+07,5.25554e+07,57556.8,5.18745e+07,-4.13977e+07,0,0,6.61641e-24,-1.42373e-08,-1.10032e-09,1.53376e-08,-2.85523e-07,-1.81929e-06,-3.95555e-07,5.89786e-08,-8.02547e-10,-5.8176e-08,-3.63273e-05,-3.05097e-05,-3.64076e-05,0.0400359,0.0399686,0.040147,4.91955e-07,5.94264e-07,-1.08222e-06,-0,-0,-0,0,0,0,0.999981,0.000977274,-0.000958166,
192,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82511e+07,-5.55704e+07,143.259,887.115,356.664,0.999983,0.000985064,-0.000968,0.983731,0.000577483,0.000384662,-0.179647,6.02138e-07,5.28448e-07,-1.12736e-06,0.0999984,0.0499984,-1262263.963343921,-6118661.246092133,2668210.799717423,4613.979859,-3230.581643,-5199.251066,4605.737791,4865.602943,3724.347853,-2.62004118e-06,1.935249796e-06,2.907262535e-06,0.405916,5.88048,418604,1107.74,23333,17631.8,1144.41,-27094.1,-11006,4.71301e-06,1,2.71048e-12,1.26621e+06,-5.21998e+06,4.15923e+06,-15535.7,4.15245e+06,5.21623e+06,2.60097e+10,1.43194e+11,2.13341e+10,2.42942e+08,2.1288e+10,-1.43181e+11,3.99894e+08,4.65338e+07,4.81913e+07,57145.5,4.74816e+07,-4.63692e+07,-2.64656e-23,0,0,-1.5677e-08,5.06019e-10,1.5171e-08,-2.71824e-07,-1.78893e-06,-2.21223e-07,-2.81723e-08,4.22704e-08,-1.40981e-08,-3.63491e-05,-3.49393e-05,-3.21221e-05,0.0399583,0.0400165,0.0400976,6.45987e-07,4.85671e-07,-1.12843e-06,-0,-0,-0,0,0,0,0.999981,0.000977274,-0.000958166,
192.1,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.8251e+07,-5.55704e+07,143.258,887.115,356.664,0.999984,0.000985526,-0.000969123,0.973523,0.00063476,0.000412459,-0.228588,6.61929e-07,4.62468e-07,-1.12259e-06,0.0999985,0.0499985,-1261802.651985645,-6118984.19939815,2667690.965699936,4614.140328,-3229.803623,-5199.59127,4605.067762,5213.027134,3221.08224,-2.609465096e-06,2.018404309e-06,2.866003485e-06,0.405832,5.88056,418604,1121.15,23267.9,17533.1,1161.28,-27961.7,-8176.79,4.71301e-06,1,2.7105e-12,1.2658e+06,-4.77904e+06,4.65931e+06,-16460.7,4.65208e+06,4.77611e+06,2.59943e+10,1.44611e+11,6.93464e+09,2.5594e+08,6.88764e+09,-1.44591e+11,3.99884e+08,5.11523e+07,4.3342e+07,57643,4.26145e+07,-5.08772e+07,0,0,-6.61641e-24,-1.65818e-08,1.90157e-09,1.46802e-08,-2.56202e-07,-1.72422e-06,-6.6045e-08,-1.14372e-07,8.70881e-08,2.72844e-08,-3.62094e-05,-3.89378e-05,-2.75006e-05,0.0399871,0.0399973,0.0400524,7.92884e-07,3.73478e-07,-1.16456e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
192.2,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82509e+07,-5.55703e+07,143.258,887.115,356.664,0.999984,0.000985928,-0.000970246,0.960882,0.0006905,0.000439259,-0.276957,7.25482e-07,4.01559e-07,-1.12374e-06,0.0999985,0.0499985,-1261341.138935112,-6119307.204832653,2667170.88845906,4614.300803,-3229.025248,-5199.931545,4604.417046,5508.541928,2685.697959,-2.588618784e-06,2.098454995e-06,2.846443881e-06,0.405749,5.88063,418603,1184.93,23385.6,17668.1,1228.74,-28803.5,-5412.84,4.71301e-06,1,2.71051e-12,1.26529e+06,-4.29041e+06,5.11293e+06,-17386.9,5.10533e+06,4.28835e+06,2.59804e+10,1.44584e+11,-7.53438e+09,2.70406e+08,-7.58153e+09,-1.44556e+11,3.99874e+08,5.52637e+07,3.8056e+07,59045.5,3.73217e+07,-5.48767e+07,0,6.6164e-24,0,-1.79954e-08,3.28749e-09,1.47079e-08,-2.56721e-07,-1.72752e-06,7.20281e-08,-1.96676e-07,1.32087e-07,6.45886e-08,-3.59096e-05,-4.23684e-05,-2.27008e-05,0.0400611,0.0399867,0.0401546,9.40153e-07,2.66184e-07,-1.20303e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
192.3,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82508e+07,-5.55703e+07,143.258,887.115,356.664,0.999985,0.000986261,-0.000971346,0.945839,0.000744562,0.000464995,-0.324634,7.64773e-07,3.33314e-07,-1.09947e-06,0.0999986,0.0499986,-1260879.795494748,-6119630.002527162,2666650.986414054,4614.461155,-3228.247146,-5200.271617,4603.793592,5749.205261,2123.530014,-2.557603028e-06,2.162307895e-06,2.847843529e-06,0.405665,5.88071,418603,1137.02,23206.9,17696.4,1183.87,-29063.7,-2629.23,4.71301e-06,1,2.71052e-12,1.2647e+06,-3.75897e+06,5.51556e+06,-18305.4,5.50767e+06,3.7578e+06,2.59679e+10,1.43112e+11,-2.19284e+10,2.86201e+08,-2.1975e+10,-1.43077e+11,3.99865e+08,5.88268e+07,3.2386e+07,61341.7,3.16561e+07,-5.83277e+07,0,0,0,-2.01886e-08,5.00011e-09,1.51885e-08,-2.71927e-07,-1.79077e-06,2.28084e-07,-2.72285e-07,1.75671e-07,9.66142e-08,-3.54528e-05,-4.51142e-05,-1.78856e-05,0.0400497,0.039934,0.0399895,1.05725e-06,1.52642e-07,-1.21127e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
192.4,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82507e+07,-5.55702e+07,143.258,887.115,356.664,0.999986,0.000986515,-0.000972427,0.928432,0.00079681,0.0004896,-0.3715,8.24255e-07,2.5335e-07,-1.08099e-06,0.0999987,0.0499987,-1260418.250368423,-6119952.852274109,2666130.841139952,4614.621513,-3227.46869,-5200.61176,4603.205343,5932.62092,1540.181196,-2.515531352e-06,2.191925824e-06,2.863987182e-06,0.405581,5.88078,418603,1080.28,23329.7,17680,1130.19,-29267.9,373.835,4.71301e-06,1,2.71053e-12,1.26401e+06,-3.19e+06,5.86318e+06,-19207,5.8551e+06,3.18976e+06,2.5957e+10,1.40211e+11,-3.61036e+10,3.03167e+08,-3.61489e+10,-1.40169e+11,3.99856e+08,6.18062e+07,2.63886e+07,64509,2.56744e+07,-6.11958e+07,0,0,0,-2.22266e-08,6.88224e-09,1.53443e-08,-2.85181e-07,-1.81962e-06,4.03043e-07,-3.38659e-07,2.1627e-07,1.22389e-07,-3.48436e-05,-4.70825e-05,-1.32166e-05,0.0400968,0.0399664,0.0399823,1.18514e-06,3.01983e-08,-1.21872e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
192.5,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82506e+07,-5.55702e+07,143.257,887.115,356.664,0.999987,0.00098669,-0.00097348,0.908705,0.000847112,0.000513011,-0.417438,8.78208e-07,1.75119e-07,-1.05292e-06,0.0999988,0.0499988,-1259956.874869447,-6120275.494340699,2665610.871093959,4614.781748,-3226.690506,-5200.951699,4602.659639,6056.963817,941.4639371,-2.462810041e-06,2.177123307e-06,2.888013898e-06,0.405498,5.88086,418603,1139.91,23338.5,17614.9,1192.39,-29045.6,3347.11,4.71301e-06,1,2.71054e-12,1.26324e+06,-2.5892e+06,6.15232e+06,-20082.7,6.14414e+06,2.58989e+06,2.59478e+10,1.35909e+11,-4.99183e+10,3.21139e+08,-4.99617e+10,-1.3586e+11,3.99847e+08,6.41719e+07,2.01239e+07,68516.8,1.94363e+07,-6.34524e+07,0,0,0,-2.40366e-08,8.87339e-09,1.51632e-08,-2.96357e-07,-1.81268e-06,5.90982e-07,-3.93605e-07,2.52401e-07,1.41203e-07,-3.40882e-05,-4.82085e-05,-8.84808e-06,0.0399939,0.0399501,0.0400106,1.29585e-06,-8.61558e-08,-1.20928e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
192.6,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82506e+07,-5.55702e+07,143.257,887.115,356.664,0.999988,0.000986783,-0.000974503,0.886706,0.000895342,0.000535167,-0.462332,9.30518e-07,9.2745e-08,-1.02327e-06,0.0999989,0.0499989,-1259495.297679615,-6120598.188391507,2665090.657800575,4614.941989,-3225.911968,-5201.291709,4602.163655,6120.996972,333.3448403,-2.399947833e-06,2.110576045e-06,2.910360503e-06,0.405414,5.88093,418602,1076.15,23285.4,17683.7,1131.02,-28583.9,6145.08,4.71301e-06,1,2.71056e-12,1.26239e+06,-1.96254e+06,6.38009e+06,-20923.8,6.3719e+06,1.96418e+06,2.59404e+10,1.30249e+11,-6.32345e+10,3.39938e+08,-6.32753e+10,-1.30193e+11,3.99838e+08,6.59005e+07,1.36543e+07,73326.5,1.30043e+07,-6.50749e+07,0,0,0,-2.55535e-08,1.09078e-08,1.46457e-08,-3.05346e-07,-1.76992e-06,7.85432e-07,-4.35367e-07,2.8273e-07,1.52637e-07,-3.31942e-05,-4.84579e-05,-4.92121e-06,0.0400676,0.0400211,0.0400751,1.39144e-06,-2.00893e-07,-1.19055e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
192.7,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82505e+07,-5.55701e+07,143.257,887.115,356.664,0.999989,0.00098679,-0.000975492,0.862492,0.000941376,0.000556011,-0.50607,9.8159e-07,6.9576e-09,-9.89137e-07,0.099999,0.049999,-1259033.890145499,-6120920.674813768,2664570.619780124,4615.102106,-3225.133702,-5201.631516,4601.723815,6124.084744,-278.1173193,-2.327552768e-06,1.988559363e-06,2.919688287e-06,0.40533,5.88101,418602,1152.94,23281.9,17610,1209.68,-27765,9007.44,4.71301e-06,1,2.71057e-12,1.26145e+06,-1.31628e+06,6.54423e+06,-21722,6.53613e+06,1.31885e+06,2.59349e+10,1.23288e+11,-7.59192e+10,3.59379e+08,-7.59567e+10,-1.23226e+11,3.9983e+08,6.69746e+07,7.04455e+06,78890.8,6.44252e+06,-6.60471e+07,0,0,0,-2.67225e-08,1.29169e-08,1.38056e-08,-3.12063e-07,-1.69262e-06,9.79629e-07,-4.62688e-07,3.06118e-07,1.5657e-07,-3.21705e-05,-4.78276e-05,-1.55876e-06,0.0400197,0.0399834,0.0400091,1.471e-06,-3.12077e-07,-1.15951e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
192.8,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.71,2157.41,3.9871e+08,-3.82504e+07,-5.55701e+07,143.257,887.116,356.664,0.99999,0.000986715,-0.000976442,0.836121,0.000985101,0.000575489,-0.548544,1.02496e-06,-7.47152e-08,-9.50377e-07,0.0999991,0.0499991,-1258572.280919372,-6121243.2131494,2664050.338498205,4615.262229,-3224.355081,-5201.971393,4601.346238,6066.198483,-886.8293346,-2.320879903e-06,1.868706766e-06,2.985091821e-06,0.405247,5.88108,418602,1157.57,23343.5,17612.7,1216.01,-26759.2,11786.8,4.71301e-06,1,2.71058e-12,1.26043e+06,-656866,6.64309e+06,-22469.5,6.63517e+06,660357,2.59314e+10,1.15095e+11,-8.78456e+10,3.79269e+08,-8.78792e+10,-1.15028e+11,3.99823e+08,6.73835e+07,360657,85155.2,-183405,-6.63593e+07,0,0,8.27048e-25,-2.75013e-08,1.48321e-08,1.26692e-08,-3.16444e-07,-1.58336e-06,1.16677e-06,-4.90175e-07,3.33544e-07,1.56631e-07,-3.20681e-05,-4.77312e-05,1.28624e-06,0.0400237,0.0400282,0.0400172,1.54263e-06,-4.23091e-07,-1.11968e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
192.9,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.72,2157.41,3.9871e+08,-3.82502e+07,-5.557e+07,143.256,887.116,356.664,0.999991,0.000986582,-0.000977341,0.80766,0.00102641,0.000593549,-0.589647,1.02884e-06,-1.32531e-07,-8.98573e-07,0.0999992,0.0499992,-1258110.655684419,-6121565.673603051,2663530.023229328,4615.422293,-3223.57642,-5202.311203,4601.036234,5947.917227,-1486.726599,-2.394804721e-06,1.805405043e-06,3.095455872e-06,0.405163,5.88116,418602,1081.39,23241.1,17653.3,1141.07,-25445.4,14289.4,4.71301e-06,1,2.71059e-12,1.25935e+06,9133,6.67568e+06,-23158.7,6.66805e+06,-4743.25,2.59298e+10,1.05753e+11,-9.88946e+10,3.99413e+08,-9.89237e+10,-1.0568e+11,3.99816e+08,6.7123e+07,-6.33055e+06,92057.8,-6.80721e+06,-6.60085e+07,-1.03381e-25,-1.32328e-23,1.29226e-26,-2.78615e-08,1.65873e-08,1.12743e-08,-3.18446e-07,-1.44587e-06,1.34028e-06,-5.30401e-07,3.76871e-07,1.5353e-07,-3.30945e-05,-4.84476e-05,4.59258e-06,0.0400013,0.0399003,0.0399661,1.58711e-06,-5.25989e-07,-1.06338e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
193,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.72,2157.41,3.9871e+08,-3.82502e+07,-5.557e+07,143.256,887.116,356.664,0.999992,0.000986403,-0.000978193,0.777181,0.00106518,0.000610144,-0.629276,1.02804e-06,-1.79307e-07,-8.52381e-07,0.0999993,0.0499993,-1257649.200134661,-6121887.926515023,2663009.883285914,4615.582235,-3222.798031,-5202.650811,4600.798441,5770.421622,-2071.832519,-2.459242953e-06,1.754422001e-06,3.150249386e-06,0.405079,5.88124,418601,1145.53,23214.6,17654.5,1206.06,-23884.6,16732.8,4.71301e-06,1,2.7106e-12,1.25819e+06,675071,6.64169e+06,-23782.7,6.63441e+06,-669816,2.59303e+10,9.53548e+10,-1.08956e+11,4.1961e+08,-1.0898e+11,-9.5276e+10,3.9981e+08,6.6196e+07,-1.29623e+07,99532.1,-1.33628e+07,-6.49982e+07,0,0,0,-2.77901e-08,1.81211e-08,9.66901e-09,-3.18052e-07,-1.28495e-06,1.49406e-06,-5.67594e-07,4.24658e-07,1.42936e-07,-3.39921e-05,-4.82857e-05,8.47372e-06,0.0400611,0.0399192,0.0400036,1.62343e-06,-6.22086e-07,-1.00499e-06,-0,-0,-0,0,0,0,0.999983,0.000985064,-0.000968,
193.1,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.72,2157.41,3.9871e+08,-3.82501e+07,-5.557e+07,143.256,887.116,356.664,0.999993,0.000986185,-0.000978993,0.744759,0.00110134,0.000625234,-0.667332,1.01923e-06,-2.18441e-07,-7.9929e-07,0.0999994,0.0499994,-1257187.542894913,-6122210.231231509,2662489.500064116,4615.742182,-3222.019288,-5202.990489,4600.636972,5535.482452,-2636.317069,-2.513564721e-06,1.724505391e-06,3.15796208e-06,0.404996,5.88131,418601,1104.34,23187.2,17697.8,1165.43,-22131.4,18998,4.71301e-06,1,2.71062e-12,1.25698e+06,1.33431e+06,6.54144e+06,-24335.3,6.53461e+06,-1.32823e+06,2.59327e+10,8.40037e+10,-1.17929e+11,4.39663e+08,-1.17947e+11,-8.39203e+10,3.99805e+08,6.46116e+07,-1.94684e+07,107505,-1.97848e+07,-6.33385e+07,0,0,0,-2.72896e-08,1.93798e-08,7.90981e-09,-3.15265e-07,-1.10625e-06,1.62272e-06,-6.00545e-07,4.75609e-07,1.24936e-07,-3.47519e-05,-4.72455e-05,1.2809e-05,0.0400128,0.0399838,0.0400992,1.64706e-06,-7.1343e-07,-9.32136e-07,-0,-0,-0,0,0,0,0.999992,0.000986403,-0.000978193,
193.2,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.72,2157.41,3.9871e+08,-3.825e+07,-5.557e+07,143.256,887.116,356.664,0.999994,0.000985933,-0.000979738,0.710476,0.00113478,0.000638777,-0.70372,9.99941e-07,-2.51066e-07,-7.45374e-07,0.0999995,0.0499995,-1256726.055372432,-6122532.32845558,2661969.292216787,4615.902006,-3221.240817,-5203.329964,4600.554924,5245.44253,-3174.557212,-2.55724492e-06,1.721157229e-06,3.129580709e-06,0.404912,5.88139,418601,1096.22,23240.8,17706.7,1157.46,-20138.8,21164.9,4.71301e-06,1,2.71063e-12,1.25572e+06,1.98027e+06,6.37593e+06,-24811.1,6.36963e+06,-1.97341e+06,2.59371e+10,7.18136e+10,-1.25723e+11,4.59372e+08,-1.25736e+11,-7.17261e+10,3.99801e+08,6.23857e+07,-2.57838e+07,115898,-2.60088e+07,-6.10461e+07,0,1.32327e-23,-3.30819e-24,-2.63784e-08,2.03191e-08,6.05924e-09,-3.1011e-07,-9.16034e-07,1.7218e-06,-6.28172e-07,5.28254e-07,9.99186e-08,-3.53666e-05,-4.53584e-05,1.74588e-05,0.0399715,0.0400658,0.0400474,1.65449e-06,-7.99639e-07,-8.51352e-07,-0,-0,-0,0,0,0,0.999992,0.000986403,-0.000978193,
193.3,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.72,2157.41,3.9871e+08,-3.82499e+07,-5.55699e+07,143.255,887.116,356.664,0.999995,0.000985659,-0.000980432,0.674417,0.00116541,0.000650739,-0.73835,9.69819e-07,-2.74909e-07,-6.93973e-07,0.0999996,0.0499996,-1256264.366155114,-6122854.477415913,2661448.841072829,4616.061835,-3220.461992,-5203.669509,4600.554863,4903.194021,-3681.190298,-2.589866919e-06,1.746116868e-06,3.077492411e-06,0.404828,5.88146,418601,1164.6,23318.1,17722.9,1225.63,-17941.8,23146.8,4.71301e-06,1,2.71064e-12,1.25442e+06,2.60651e+06,6.14682e+06,-25205.3,6.14112e+06,-2.59893e+06,2.59434e+10,5.89062e+10,-1.32262e+11,4.78543e+08,-1.32269e+11,-5.88152e+10,3.99797e+08,5.95405e+07,-3.18453e+07,124629,-3.19728e+07,-5.81438e+07,0,0,3.30819e-24,-2.50893e-08,2.09057e-08,4.18359e-09,-3.02638e-07,-7.20998e-07,1.78793e-06,-6.49563e-07,5.80999e-07,6.85638e-08,-3.583e-05,-4.26864e-05,2.22699e-05,0.0400017,0.0399935,0.0400599,1.64447e-06,-8.76814e-07,-7.66721e-07,-0,-0,-0,0,0,0,0.999992,0.000986403,-0.000978193,
193.4,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.72,2157.41,3.9871e+08,-3.82499e+07,-5.55699e+07,143.255,887.116,356.664,0.999996,0.000985365,-0.000981063,0.636672,0.00119317,0.00066109,-0.771133,9.26537e-07,-2.9328e-07,-6.3099e-07,0.0999997,0.0499997,-1255802.846679656,-6123176.4189383,2660928.565343924,4616.221542,-3219.683439,-5204.008851,4600.638285,4512.148668,-4151.170035,-2.611125336e-06,1.797190897e-06,3.01428236e-06,0.404745,5.88154,418600,1058.03,23315.8,17714.7,1118.31,-15533.6,24819.6,4.71301e-06,1,2.71065e-12,1.25308e+06,3.20678e+06,5.85638e+06,-25513.9,5.85136e+06,-3.19855e+06,2.59516e+10,4.54105e+10,-1.3748e+11,4.96987e+08,-1.3748e+11,-4.53166e+10,3.99794e+08,5.61044e+07,-3.75925e+07,133611,-3.76172e+07,-5.46606e+07,0,0,0,-2.34691e-08,2.11187e-08,2.35035e-09,-2.9292e-07,-5.27955e-07,1.81895e-06,-6.64006e-07,6.32189e-07,3.18172e-08,-3.61377e-05,-3.93194e-05,2.70812e-05,0.039941,0.0399954,0.0399997,1.61401e-06,-9.46588e-07,-6.65157e-07,-0,-0,-0,0,0,0,0.999992,0.000986403,-0.000978193,
193.5,0,0,0,0,0,0,2.61812e+10,-1.32806e+11,-5.75719e+10,29801.4,4977.72,2157.41,3.9871e+08,-3.82497e+07,-5.55698e+07,143.255,887.116,356.665,0.999997,0.000985069,-0.000981636,0.597336,0.00121798,0.000669803,-0.80199,8.70204e-07,-2.96711e-07,-5.73219e-07,0.0999998,0.0499998,-1255341.125504519,-6123498.412128704,2660408.046300162,4616.381254,-3218.904532,-5204.348264,4600.806112,4076.204973,-4579.814325,-2.620827131e-06,1.868450734e-06,2.95153169e-06,0.404661,5.88161,418600,1119.28,23226.1,17673,1178.28,-12953.9,26150.5,4.71301e-06,1,2.71066e-12,1.25172e+06,3.77509e+06,5.50752e+06,-25733.9,5.50322e+06,-3.76629e+06,2.59616e+10,3.14613e+10,-1.41324e+11,5.14519e+08,-1.41317e+11,-3.13652e+10,3.99793e+08,5.21118e+07,-4.29678e+07,142756,-4.28855e+07,-5.06314e+07,0,0,6.61636e-24,-2.15762e-08,2.09507e-08,6.25528e-10,-2.81049e-07,-3.43602e-07,1.81402e-06,-6.7102e-07,6.80164e-07,-9.14404e-09,-3.62865e-05,-3.53721e-05,3.17299e-05,0.0399604,0.0399371,0.0400209,1.5628e-06,-9.97826e-07,-5.647e-07,-0,-0,-0,0,0,0,0.999992,0.000986403,-0.000978193,
